Boehner,0.032482320179977896,0.006387083247926802,432.0,50.0,241.0,-191.0,", Election of the Speaker"
Failed,-0.031082967795495058,-0.004316793761504652,-401.0,-57.0,-229.0,172.0,", On Agreeing to the Amendment"
Failed,-0.031098202781802115,-0.0013651065326967526,-390.0,-76.0,-233.0,157.0,", On Agreeing to the Amendment"
Failed,-0.03174919616166078,-0.005653087453540718,-415.0,-53.0,-234.0,181.0,"The HAMP Termination Act of 2011, On Motion to Recommit with Instructions"
Passed,0.030356481363230173,0.0004017348170370196,383.0,81.0,232.0,-151.0,"The HAMP Termination Act of 2011, On Passage"
Passed,0.03181062332182489,0.005419916694129316,417.0,55.0,236.0,-181.0,"Providing for consideration of the bill (H.R. 471) to reauthorize the DC opportunity scholarship program, and for other purposes, On Ordering the Previous Question"
Passed,0.03130619704033643,0.004859402932493722,409.0,57.0,233.0,-176.0,"Providing for consideration of the bill (H.R. 471) to reauthorize the DC opportunity scholarship program, and for other purposes, On Agreeing to the Resolution"
Passed,0.013311102696640945,-0.025503666730724954,148.0,202.0,175.0,27.0,", On Approving the Journal"
Failed,-0.030650739804100283,-0.005345506240557933,-400.0,-52.0,-226.0,174.0,", On Agreeing to the Amendment"
Failed,-0.03177810029144896,-0.005621784136499726,-417.0,-53.0,-235.0,182.0,"Scholarships for Opportunity and Results Act, On Motion to Recommit with Instructions"
Passed,0.030502139158844397,0.008401745563383693,400.0,30.0,215.0,-185.0,"Scholarships for Opportunity and Results Act, On Passage"
Passed,0.03042637941565885,0.0011528650064285481,392.0,78.0,235.0,-157.0,"Providing for consideration of the bill (H.R. 658) to amend title 49, United States Code, to authorize appropriations for the Federal Aviation Administration for fiscal years 2011 through 2014, On Agreeing to the Resolution"
Passed,0.026368194351063263,-0.014061101942904108,308.0,162.0,235.0,-73.0,"To amend the Federal Insecticide, Fungicide, and Rodenticide Act and the Federal Water Pollution Control Act to clarify Congressional intent regarding the regulation of the use of pesticides in or near navigable waters, and for other purposes, On Motion to Suspend the Rules and Pass, as Amended"
Agreed to,0.030754208963390435,-1.6412192131848562e-05,387.0,83.0,235.0,-152.0,", On Agreeing to the Amendment"
Failed,-0.017497058816288834,0.020973886988606086,-199.0,-183.0,-191.0,8.0,", On Agreeing to the Amendment"
Failed,-0.027801451438832826,0.004279927119504995,-344.0,-102.0,-223.0,121.0,", On Agreeing to the Amendment"
Failed,-0.030795444903357703,-0.002327694526911829,-385.0,-67.0,-226.0,159.0,", On Agreeing to the Amendment"
Failed,-0.02866423107643235,-0.004475348630679962,-370.0,-48.0,-209.0,161.0,", On Agreeing to the Amendment"
Failed,0.025540284341965477,0.017072313599333235,334.0,-32.0,151.0,-183.0,", On Agreeing to the Amendment"
Passed,0.029836461128469518,0.005697551317543364,391.0,47.0,219.0,-172.0,"Providing for consideration of the bill (H.R. 1255) to prevent a shutdown of the government of the United States, and for other purposes, On Consideration of the Resolution"
Failed,0.024665235055127844,0.012284345875276055,324.0,-8.0,158.0,-166.0,", On Agreeing to the Amendment"
Failed,-0.029029468298225117,-0.001999275793313749,-369.0,-65.0,-217.0,152.0,", On Agreeing to the Amendment"
Failed,0.024064683641680663,0.020487310222836695,319.0,-55.0,132.0,-187.0,", On Agreeing to the Amendment"
Failed,-0.030125886165069535,-0.011519352750410926,-395.0,-13.0,-204.0,191.0,", On Agreeing to the Amendment"
Agreed to,0.028202921438756696,0.011556839081534369,362.0,6.0,184.0,-178.0,", On Agreeing to the Amendment"
Failed,-0.031723600590163395,-0.005895190057655175,-417.0,-51.0,-234.0,183.0,"FAA Reauthorization and Reform Act of 2011, On Motion to Recommit with Instructions"
Passed,0.030135133594171533,0.007921325311416608,394.0,26.0,210.0,-184.0,"FAA Reauthorization and Reform Act of 2011, On Passage"
Passed,0.03153482834758511,0.007138881798241923,417.0,43.0,230.0,-187.0,"Providing for consideration of the bill (H.R. 1255) to prevent a shutdown of the government of the United States, and for other purposes, On Ordering the Previous Question"
Passed,0.03126578804621776,0.007130233586700442,414.0,42.0,228.0,-186.0,"Providing for consideration of the bill (H.R. 1255) to prevent a shutdown of the government of the United States, and for other purposes, On Agreeing to the Resolution"
Failed,-0.03189728486719133,-0.006207426144302119,-421.0,-49.0,-235.0,186.0,"Government Shutdown Prevention Act, On Motion to Recommit with Instructions"
Passed,0.029830757363871477,0.008369734617589933,394.0,18.0,206.0,-188.0,"Government Shutdown Prevention Act, On Passage"
Passed,0.007791742880016145,-0.053553689799109704,59.0,393.0,226.0,167.0,"To reduce the amounts otherwise authorized to be appropriated to the Department of Defense for printing and reproduction, On Motion to Suspend the Rules and Pass"
Passed,0.03169411477874862,0.003586449992117981,410.0,66.0,238.0,-172.0,"Providing for consideration of H.J.Res. 37, disapproving the rule submitted by the Federal Communications Commission with respect to regulating the Internet and broadband industry practices., On Ordering the Previous Question"
Passed,0.031708496798387956,0.004220191523609083,409.0,63.0,236.0,-173.0,"Providing for consideration of H.J.Res. 37, disapproving the rule submitted by the Federal Communications Commission with respect to regulating the Internet and broadband industry practices., On Agreeing to the Resolution"
Passed,0.011732617392721304,-0.02637354564240439,128.0,206.0,167.0,39.0,", On Approving the Journal"
Failed,-0.012540783302494191,0.04355969088137932,-121.0,-331.0,-226.0,-105.0,", On Motion to Adjourn"
Passed,0.028581241949713763,-0.0027638937223665484,368.0,108.0,238.0,-130.0,"Providing for consideration of (H.R. 910) to amend the Clean Air Act to prohibit the Administrator of the Environmental Protection Agency from promulgating any regulation concerning, taking action relating to, or taking into consideration the emission of a greenhouse gas to address climate change, for other purposes, On Ordering the Previous Question"
Passed,0.03175056193145037,0.001240932693616299,398.0,78.0,238.0,-160.0,"Providing for consideration of (H.R. 910) to amend the Clean Air Act to prohibit the Administrator of the Environmental Protection Agency from promulgating any regulation concerning, taking action relating to, or taking into consideration the emission of a greenhouse gas to address climate change, for other purposes, On Agreeing to the Resolution"
Passed,0.012262592876143442,-0.029102500963251194,129.0,223.0,176.0,47.0,", On Approving the Journal"
Failed,-0.030905964504161425,0.0022943772707751916,-378.0,-98.0,-238.0,140.0,", On Agreeing to the Amendment"
Failed,-0.030252861287282485,0.004154928251830356,-369.0,-109.0,-239.0,130.0,", On Agreeing to the Amendment"
Failed,-0.03109553833841232,-0.004438319886435863,-398.0,-58.0,-228.0,170.0,", On Agreeing to the Amendment"
Failed,-0.03197838484369856,-0.005464211007408891,-416.0,-56.0,-236.0,180.0,", On Agreeing to the Amendment"
Failed,-0.03134714268890184,0.0008090794671652958,-385.0,-89.0,-237.0,148.0,", On Agreeing to the Amendment"
Failed,-0.030208751222604992,0.004548940352380088,-366.0,-110.0,-238.0,128.0,", On Agreeing to the Amendment"
Failed,-0.03129959565507311,0.0017841123436141328,-383.0,-95.0,-239.0,144.0,", On Agreeing to the Amendment"
Failed,-0.030539073979156187,-0.0015919242493984166,-393.0,-77.0,-235.0,158.0,", On Agreeing to the Amendment"
Failed,-0.030136249135546644,0.003390094785936497,-370.0,-104.0,-237.0,133.0,", On Agreeing to the Amendment"
Passed,0.03194966474142348,0.0056976755432619885,419.0,53.0,236.0,-183.0,"Providing for consideration of H.R. 1363, making appropriations for the Department of Defense for the fiscal year ending September 30, 2011, and for other purposes; and waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules, On Ordering the Previous Question"
Passed,0.031470867386517824,0.00775082703620123,417.0,39.0,228.0,-189.0,"Providing for consideration of H.R. 1363, making appropriations for the Department of Defense for the fiscal year ending September 30, 2011, and for other purposes; and waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules, On Agreeing to the Resolution"
Passed,0.014296822691863099,-0.02422656063430366,158.0,194.0,176.0,18.0,", On Approving the Journal"
Passed,0.03199980180900935,0.006515204223629489,423.0,49.0,236.0,-187.0,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2011, and for other purposes, Table Appeal of the Ruling of the Chair"
Failed,-0.032245257203873584,-0.0071239700535939265,-425.0,-45.0,-235.0,190.0,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2011, and for other purposes, On Motion to Recommit with Instructions"
Passed,0.031151067776704185,0.0015451698259419308,387.0,65.0,226.0,-161.0,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2011, and for other purposes, On Passage"
Failed,-0.031813682730278195,-0.0013875101402126312,-398.0,-76.0,-237.0,161.0,"Energy Tax Prevention Act of 2011, On Motion to Recommit with Instructions"
Passed,0.031568462583969614,-0.00014577037759935937,390.0,82.0,236.0,-154.0,"Energy Tax Prevention Act of 2011, On Passage"
Passed,0.031253376357879455,0.0038925272449361155,404.0,64.0,234.0,-170.0,"Disapproving the rule submitted by the Federal Communications Commission with respect to regulating the Internet and broadband industry practices, On Consideration of the Joint Resolution"
Passed,0.03161951222093934,0.005466137489040293,416.0,54.0,235.0,-181.0,"Disapproving the rule submitted by the Federal Communications Commission with respect to regulating the Internet and broadband industry practices, Table Appeal of the Ruling of the Chair"
Passed,0.031142612265048667,0.004055761961038894,404.0,60.0,232.0,-172.0,"Disapproving the rule submitted by the Federal Communications Commission with respect to regulating the Internet and broadband industry practices, On Passage"
Passed,0.009318754087215641,-0.04100596610360985,82.0,278.0,180.0,98.0,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2011, and for other purposes, On Motion to Concur in the Senate Amendment"
Passed,0.00937652414006009,-0.05184540068416227,78.0,376.0,227.0,149.0,"To amend the Ronald Reagan Centennial Commission Act to extend the termination date for the Commission, and for other purposes, On Motion to Suspend the Rules and Pass"
Passed,0.006845074439900557,-0.05568120035999747,45.0,405.0,225.0,180.0,"To designate the Federal building and United States courthouse located at 217 West King Street, Martinsburg, West Virginia, as the “W. Craig Broadwater Federal Building and United States Courthouse”, On Motion to Suspend the Rules and Pass"
Passed,0.007652565904453865,-0.03379754727434408,68.0,246.0,157.0,89.0,", On Approving the Journal"
Passed,0.03185406222997317,0.005272638633560182,416.0,56.0,236.0,-180.0,"Providing for consideration of the bill (H.R. 1217) to repeal the Prevention and Public Health Fund, On Ordering the Previous Question"
Passed,0.03157686224662705,0.004961006156595136,409.0,57.0,233.0,-176.0,"Providing for consideration of the bill (H.R. 1217) to repeal the Prevention and Public Health Fund, On Agreeing to the Resolution"
Passed,0.03213789745351952,0.004744998484781323,415.0,59.0,237.0,-178.0,"Providing for consideration of the bill (H.R. 1473) making appropriations for the Department of Defense and the other departments and agencies of the Government for the fiscal year ending September 30, 2011, and for other purposes, On Ordering the Previous Question"
Passed,0.03167227174187901,0.004156603955665528,410.0,62.0,236.0,-174.0,"Providing for consideration of the bill (H.R. 1473) making appropriations for the Department of Defense and the other departments and agencies of the Government for the fiscal year ending September 30, 2011, and for other purposes, On Agreeing to the Resolution"
Failed,-0.03191931667055727,-0.0061815511087715234,-420.0,-50.0,-235.0,185.0,", On Agreeing to the Amendment"
Failed,-0.0317748796382277,-0.006073438939254306,-418.0,-50.0,-234.0,184.0,", On Agreeing to the Amendment"
Failed,-0.032020166298787386,-0.007179884385666674,-423.0,-45.0,-234.0,189.0,"To repeal the Prevention and Public Health Fund, On Motion to Recommit with Instructions"
Passed,0.03171486502025264,0.005458535178122838,412.0,52.0,232.0,-180.0,"To repeal the Prevention and Public Health Fund, On Passage"
Passed,0.03172012909523526,0.005667410363513956,417.0,55.0,236.0,-181.0,"Providing for consideration of the concurrent resolution (H. Con. Res. 34) establishing the budget for the United States Government for fiscal year 2012 and setting forth appropriate budgetary levels for fiscal years 2013 through 2021, On Ordering the Previous Question"
Passed,0.03189053301176687,0.004361531543778773,414.0,62.0,238.0,-176.0,"Providing for consideration of the concurrent resolution (H. Con. Res. 34) establishing the budget for the United States Government for fiscal year 2012 and setting forth appropriate budgetary levels for fiscal years 2013 through 2021, On Agreeing to the Resolution"
Passed,0.009805113167112483,-0.02721675333677867,97.0,205.0,151.0,54.0,", On Approving the Journal"
Passed,0.013359229315425696,-0.014925592617964981,147.0,93.0,120.0,-27.0,"Department of Defense and Full-Year Continuing Appropriations Act, 2011, On Passage"
Passed,0.028787289749638515,0.0025225591197638023,369.0,65.0,217.0,-152.0,"Providing for an adjournment or recess of the two Houses, On Agreeing to the Resolution"
Passed,0.0322958394775602,0.005382239785724801,420.0,54.0,237.0,-183.0,"Directing the Clerk of the House of Representatives to make a correction in the enrollment of H.R. 1473, On Agreeing to the Resolution"
Passed,0.03100459855691595,0.004675201324100172,393.0,55.0,224.0,-169.0,"Directing the Clerk of the House of Representatives to make a correction in the enrollment of H.R. 1473, On Agreeing to the Resolution"
Failed,-0.00802739690331946,0.05460459558606002,-61.0,-401.0,-231.0,-170.0,", On Motion to Adjourn"
Failed,-0.022740346057746965,0.02128140508630424,-256.0,-200.0,-228.0,28.0,", On Agreeing to the Amendment"
Failed,-0.019360090048129948,0.033982766465522826,-208.0,-270.0,-239.0,-31.0,", On Agreeing to the Amendment"
Failed,0.001248984331184067,0.007954907743444612,15.0,-17.0,-1.0,-16.0,", On Agreeing to the Amendment"
Failed,-0.030761192301509713,0.0013317452948902013,-379.0,-93.0,-236.0,143.0,", On Agreeing to the Amendment"
