Foley,0.044791782620390554,0.03209696438548673,-426.0,96.0,-165.0,261.0,", ELECTION OF SPEAKER"
Agreed to,0.0280336346290271,-0.0029155528818754738,-191.0,161.0,-15.0,176.0,", On Agreeing to the Amendment"
Failed,0.006913239405405459,0.04747345005963114,-153.0,-157.0,-155.0,-2.0,", On Agreeing to the Amendment"
Agreed to,0.021315900319444782,-0.053395977575061884,-19.0,333.0,157.0,176.0,", On Agreeing to the Amendment"
Agreed to,0.025448620031388487,-0.05365797438779609,-44.0,358.0,157.0,201.0,", On Agreeing to the Amendment"
Agreed to,0.02653796630726109,0.0023141483500223343,-162.0,128.0,-17.0,145.0,", On Agreeing to the Amendment"
Failed,-0.024537216002584735,-0.01906274203798972,174.0,-46.0,64.0,-110.0,", On Agreeing to the Amendment"
Passed,0.041524446739539055,0.019182017214285717,-334.0,128.0,-103.0,231.0,"WAIVING CERTAIN POINTS OF ORDER DURING CONSIDERATION OF H.R. 2621; FOREIGN OPERATIONS, EXPORT FINANCING, AND RELATED PROGRAMS APPROPRIATIONS ACT, 1992, On Agreeing to the Resolution"
Passed,0.02621461667456296,-0.015907018693337816,-96.0,198.0,51.0,147.0,"FOREIGN OPERATIONS, EXPORT FINANCING, AND RELATED PROGRAMS APPROPRIATIONS ACT, 1992, On Passage"
Failed,-0.029522875648713236,0.05235104087137131,66.0,-382.0,-158.0,-224.0,", On Agreeing to the Amendment"
Agreed to,-0.008635505592699006,-0.049600423214537066,148.0,146.0,147.0,-1.0,", ON AGREEING TO THE AMENDMENT"
Agreed to,0.0342262303980183,-0.051938864605782634,-97.0,409.0,156.0,253.0,", On Agreeing to the Amendment"
Passed,0.02586512348496004,-0.00019628803382771383,-142.0,134.0,-4.0,138.0,"FOREIGN ASSISTANCE AUTHORIZATION FOR FY 1992 AND 1993, On Passage"
Agreed to,0.034673345493269274,-0.00614385360322652,-198.0,204.0,3.0,201.0,", On Agreeing to the Amendment"
Passed,0.034742925926029136,-0.03716920542842555,-132.0,334.0,101.0,233.0,"RECLAMATION PROJECTS AUTHORIZATION AND ADJUSTMENT ACT OF 1991, On Passage"
Passed,0.03200240497447463,0.031502148579470285,-309.0,31.0,-139.0,170.0,"WAIVING CERTAIN POINTS OF ORDER DURING CONSIDERATION OF H.R. 2686; DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS ACT, 1992, On Agreeing to the Resolution"
Failed,-0.04154743165964594,0.0014256633769496915,269.0,-213.0,28.0,-241.0,", On Agreeing to the Amendment"
Failed,-0.03982507044122128,0.007477511589863249,234.0,-230.0,2.0,-232.0,", On Agreeing to the Amendment"
Failed,-0.03989351797797772,0.02261349499488307,182.0,-294.0,-56.0,-238.0,", On Agreeing to the Amendment"
Failed,-0.02730770286301444,-0.028396726605384785,203.0,-31.0,86.0,-117.0,", On Agreeing to the Amendment"
Agreed to,0.021790323459437835,0.02000309124187326,-174.0,38.0,-68.0,106.0,", On Agreeing to the Amendment"
Failed,-0.03495228861391588,-0.02456396366388646,271.0,-79.0,96.0,-175.0,", On Agreeing to the Amendment"
Passed,0.04165344698952873,-0.014635532706527414,-216.0,268.0,26.0,242.0,"DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS ACT, 1992, On Passage"
Failed,-0.03613898280104603,-0.017149409602992317,254.0,-116.0,69.0,-185.0,", On Agreeing to the Amendment"
Passed,0.04091549056533601,0.007654134574414112,-279.0,175.0,-52.0,227.0,"DISTRICT OF COLUMBIA APPROPRIATIONS ACT, 1992, On Passage"
Failed,-0.0422706148972963,0.02428022188471339,210.0,-310.0,-50.0,-260.0,", On Agreeing to the Amendment"
Passed,0.04185575303012565,-0.01624308686325178,-220.0,278.0,29.0,249.0,"DEPARTMENT OF LABOR, HEALTH AND HUMAN SERVICES, AND EDUCATION, AND RELATED AGENCIES APPROPRIATIONS ACT, 1992, On Passage"
Passed,0.03763427312812059,-0.031533728561015294,-161.0,319.0,79.0,240.0,"AGRICULTURE APPROPRIATIONS FOR FY 1992, On Passage"
Passed,0.04087630919470176,0.003640366928086621,-285.0,189.0,-48.0,237.0,", On Approving the Journal"
Passed,0.014160412748854687,0.016321398461604405,-141.0,17.0,-62.0,79.0,"DISAPPROVING THE EXTENTION OF MOST FAVORED NATION TREATMENT TO THE PRODUCTS OF CHINA, On Passage"
Failed,-0.035041217349293094,0.0003237121544975985,239.0,-189.0,25.0,-214.0,"REGARDING THE EXTENTION OF MOST FAVORED NATION TREATMENT TO THE PRODUCTS OF CHINA, On Motion to Recommit with Instructions"
Passed,0.03218471526386047,-0.006012455296036938,-199.0,199.0,0.0,199.0,"REGARDING THE EXTENTION OF MOST FAVORED NATION TREATMENT TO THE PRODUCTS OF CHINA, On Passage"
Failed,-0.041422493283231034,-0.033460161980285806,390.0,-72.0,159.0,-231.0,", On Agreeing to the Amendment"
Passed,0.044532777932286056,0.011433663969830303,-330.0,172.0,-79.0,251.0,"AMERICAN TECHNOLOGY PREEMINENCE ACT OF 1991, On Passage"
Passed,0.027104808147879224,0.006100372559953579,-213.0,111.0,-51.0,162.0,", "
Passed,0.04432130898224536,0.02916402914907705,-404.0,104.0,-150.0,254.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 5, TO AMEND THE NATIONAL LABOR RELATIONS ACT AND THE RAILWAY ACT TO PREVENT DISCRIMINATION BASED ON PARTICIPATION IN LABOR DISPUTES, On Ordering the Previous Question"
Passed,0.043964943307303425,0.026684765820925823,-383.0,111.0,-136.0,247.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 5, TO AMEND THE NATIONAL LABOR RELATIONS ACT AND THE RAILWAY ACT TO PREVENT DISCRIMINATION BASED ON PARTICIPATION IN LABOR DISPUTES, On Agreeing to the Resolution"
Failed,-0.035015481474342504,0.04064500833541842,148.0,-370.0,-111.0,-259.0,", On Agreeing to the Amendment"
Agreed to,0.03962308904313332,0.031530406915670973,-339.0,77.0,-131.0,208.0,", On Agreeing to the Amendment"
Passed,0.03800433049493629,0.033203148069232566,-331.0,63.0,-134.0,197.0,"TO AMEND THE NATIONAL LABOR RELATIONS ACT AND THE RAILWAY LABOR ACT TO PREVENT DISCRIMINATION BASED ON PARTICIPATION IN LABOR DISPUTES, On Passage"
Agreed to,0.032801938306702444,-0.05317221840559962,-89.0,405.0,158.0,247.0,", On Agreeing to the Amendment"
Failed,-0.03375683293399446,-0.027462361973190536,262.0,-62.0,100.0,-162.0,", On Agreeing to the Amendment"
Failed,-0.02712483858188646,-0.03332302654250063,228.0,-8.0,110.0,-118.0,", On Agreeing to the Amendment"
Passed,0.03830088438203676,0.003863325323833334,-271.0,169.0,-51.0,220.0,", On Approving the Journal"
Agreed to,0.023682138310213267,0.010098683598201194,-158.0,88.0,-35.0,123.0,", On Agreeing to the Amendment"
Failed,-0.025752167972248108,0.026879650153698732,76.0,-256.0,-90.0,-166.0,", On Agreeing to the Amendment"
Failed,-0.041628403675042606,0.022885848293407517,211.0,-305.0,-47.0,-258.0,", On Agreeing to the Amendment"
Failed,-0.041032672438489654,0.022209990209011047,205.0,-297.0,-46.0,-251.0,", On Agreeing to the Amendment"
Passed,0.04031195653579153,-0.031130730300368135,-175.0,331.0,78.0,253.0,"DEPARTMENT OF TRANSPORTATION AND RELATED AGENCIES APPROPRIATIONS ACT, 1992, On Passage"
Passed,0.037457060769410716,-0.017672510087997407,-206.0,260.0,27.0,233.0,"AGRICULTURAL DISASTER ASSISTANCE ACT, On Motion to Suspend the Rules and Pass"
Agreed to,0.04031079498765656,0.019474564201833355,-308.0,128.0,-90.0,218.0,", On Agreeing to the Amendment"
Agreed to,0.03985239762184645,0.014444162376009017,-285.0,145.0,-70.0,215.0,", On Agreeing to the Amendment"
Failed,-0.03883698807537272,-0.011369571339412224,262.0,-150.0,56.0,-206.0,", On Agreeing to the Amendment"
Passed,0.03892443004778805,0.017068738696231222,-288.0,128.0,-80.0,208.0,"NATIONAL INSTITUTES OF HEALTH REVITALIZATION AMENDMENTS OF 1991, On Passage"
Passed,0.04473612951566178,0.031081940677687485,-416.0,100.0,-158.0,258.0,"PROVIDING FOR THE CONSIDERATION OF H.J. RES. 313; OVERSEAS DEFENSE BASE CLOSURE AND REALIGNMENT, On Agreeing to the Resolution"
Passed,0.03661131690462558,-0.04729452259686641,-126.0,396.0,135.0,261.0,"OVERSEAS DEFENSE BASE CLOSURE AND REALIGNMENT, On Passage"
Failed,-0.021512701982953422,0.04320511192348732,30.0,-304.0,-137.0,-167.0,"DISAPPROVING THE RECOMMENDATIONS OF THE DEFENSE BASE CLOSURE AND REALIGNMENT COMMISSION, On Passage"
Passed,0.01938305832315444,0.015500141116878767,-179.0,37.0,-71.0,108.0,", "
Passed,0.04182277697375556,0.014142815326879676,-327.0,147.0,-90.0,237.0,", On Approving the Journal"
Failed,-0.04500624077738017,-0.015298049967710454,357.0,-165.0,96.0,-261.0,", "
Passed,0.034676575805425026,-0.0542636770681372,-94.0,422.0,164.0,258.0,"INTELLIGENCE AUTHORIZATION ACT, FY 1991, On Ordering the Previous Question"
Passed,0.0337052996002817,-0.05451019934279015,-90.0,416.0,163.0,253.0,"INTELLIGENCE AUTHORIZATION ACT, FY 1991, On Agreeing to the Conference Report"
Passed,0.035692187425966616,-0.05304595627300918,-103.0,421.0,159.0,262.0,"INTELLIGENCE AUTHORIZATION ACT, FY 1991, TABLE MOTION TO RECONSIDER CONFERENCE REPORT"
Passed,0.03521646475224865,-0.05216974078458052,-101.0,411.0,155.0,256.0,"FOOD, AGRICULTURE, CONSERVATION, AND TRADE ACT AMENDMENTS OF1991, On Motion to Suspend the Rules and Pass"
Passed,0.03580889763406174,-0.05271957110593372,-103.0,417.0,157.0,260.0,"FOOD, AGRICULTURE, CONSERVATION, AND TRADE ACT AMENDMENTS OF1991, TABLE MOTION TO RECONSIDER"
Passed,0.03627436874159773,-0.037448554992683215,-147.0,343.0,98.0,245.0,"OPERATION DESERT STORM SILVER CONGRESSIONAL COMMEMORATIVE MEDAL, On Motion to Suspend the Rules and Pass"
Passed,0.03683425679391781,-0.0464096074017554,-124.0,392.0,134.0,258.0,"OPERATION DESERT STORM SILVER CONGRESSIONAL COMMEMORATIVE MEDAL, TABLE MOTION TO RECONSIDER"
Passed,0.0329979771582201,-0.05200179259055092,-90.0,406.0,158.0,248.0,"CHRISTOPHER COLUMBUS COIN AND FELLOWSHIP ACT, On Motion to Suspend the Rules and Pass"
Passed,0.0340781885356347,-0.053592608707050106,-92.0,418.0,163.0,255.0,"CHRISTOPHER COLUMBUS COIN AND FELLOWSHIP ACT, TABLE MOTION TO RECONSIDER"
Passed,0.03528950552333261,-0.042150369796874095,-124.0,362.0,119.0,243.0,"ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR FY 1992, On Agreeing to the Conference Report"
Passed,0.03560057981655829,-0.046516161060831306,-119.0,389.0,135.0,254.0,"PROVIDING FOR AN ADJOURNMENT OF THE HOUSE, ON AGREEING TO THE RESOLUTION"
Passed,0.03521185183430078,-0.04259385019330712,-126.0,368.0,121.0,247.0,"PROVIDING FOR AN ADJOURNMENT OF THE HOUSE, TABLE MOTION TO RECONSIDER"
Passed,0.03939148164463291,-0.016180531204347922,-219.0,271.0,26.0,245.0,", "
Passed,0.03747506550557,-0.017050480628746378,-199.0,257.0,29.0,228.0,"ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR FY 1992, RECEDE AND CONCUR WITHAMENDMENT IN SENATE AMENDMENT #9"
Passed,0.03023528867746385,0.03116559649751755,-243.0,31.0,-106.0,137.0,"FLIGHT ATTENDANT DUTY TIME ACT, On Passage"
Passed,0.029266097209748435,0.02312819625290867,-225.0,57.0,-84.0,141.0,"DISTRICT OF COLUMBIA APPROPRIATIONS ACT, 1992, On Agreeing to the Conference Report"
Passed,0.040146367996627054,-0.030346209063051424,-182.0,328.0,73.0,255.0,"EMERGENCY UNEMPLOYMENT COMPENSATION, On Passage"
Passed,0.037441213723171066,0.00026599186897550075,-250.0,182.0,-34.0,216.0,", On Approving the Journal"
Agreed to,0.03211333796087194,-0.049242287441632795,-88.0,382.0,147.0,235.0,", On Agreeing to the Amendment"
Passed,0.03231155612684032,-0.04937067657695203,-88.0,384.0,148.0,236.0,"OLDER AMERICANS ACT AMENDMENTS OF 1991, On Passage"
Passed,0.031144427680221565,0.006898104331491066,-226.0,124.0,-51.0,175.0,", ON APPROVING THE JOURNAL"
Passed,0.03652816311042868,0.027438650263000887,-346.0,72.0,-137.0,209.0,"PROVIDING FOR THE CONSIDERATION OF THE BILL H.R. 3040; UNEMPLOYMENT INSURANCE REFORM ACT, On Ordering the Previous Question"
Passed,0.038398087239971034,0.02197626558253642,-323.0,101.0,-111.0,212.0,"PROVIDING FOR THE CONSIDERATION OF THE BILL H.R. 3040; UNEMPLOYMENT INSURANCE REFORM ACT, On Agreeing to the Resolution"
Passed,-0.01605959452412068,-0.04165765463372199,188.0,76.0,132.0,-56.0,"DEPARTMENT OF DEFENSE AUTHORIZATION FOR FISCAL YEARS 1992 AND 1993, PREVIOUS QUESTION ON MOTION TO INSTRUCT CONFEREES"
Passed,0.0302831795262139,-0.04653935593712537,-84.0,362.0,139.0,223.0,"DEPARTMENT OF DEFENSE AUTHORIZATION FOR FISCAL YEARS 1992 AND 1993, CLOSING PORTIONS OF CONFERENCE"
Failed,-0.014379339693221754,0.048185031508719264,-16.0,-278.0,-147.0,-131.0,", On Agreeing to the Amendment"
Failed,-0.019471250253737984,0.030703172621399304,51.0,-239.0,-94.0,-145.0,", On Agreeing to the Amendment"
Failed,-0.042949804419605546,-0.015917691914241493,325.0,-149.0,88.0,-237.0,"UNEMPLOYMENT INSURANCE REFORM ACT, On Motion to Recommit with Instructions"
Passed,0.04032294975414528,0.011044096144689434,-276.0,156.0,-60.0,216.0,"UNEMPLOYMENT INSURANCE REFORM ACT, On Passage"
Passed,0.034441417398682644,-0.05099429766960997,-100.0,404.0,152.0,252.0,"DISTRICT OF COLUMBIA APPROPRIATIONS F.Y. 1992, DISAGREE TO SENATE AMENDMENTS"
Passed,0.04057377009442355,0.004385833782101258,-286.0,180.0,-53.0,233.0,", On Approving the Journal"
Passed,0.040635190982504225,0.024236645697030518,-325.0,107.0,-109.0,216.0,"DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, AND EDUCATION APPROPRIATIONS, F.Y. 1992, PREVIOUS QUESTION ON MOTION TO INSTRUCT"
Passed,0.03418111640256622,-0.05312765811968338,-95.0,413.0,159.0,254.0,"DEPARTMENT OF THE TREASURY APPROPRIATIONS, F.Y. 1992, MOTION TO INSTRUCT CONFEREES"
Passed,0.029330108064197648,0.03748353112080789,-250.0,8.0,-121.0,129.0,"DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992, PREVIOUS QUESTION ON MOTION TO INSTRUCT"
Passed,0.0330924488106278,-0.05386475553855307,-85.0,407.0,161.0,246.0,"DEPARTMENT OF TRANSPORTATION AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992, MOTION TO INSTRUCT CONFEREES"
Passed,0.03326311096921959,-0.05367689753834108,-89.0,409.0,160.0,249.0,"COMMENDING THE PEOPLE OF THE SOVIET UNION, SUSPEND THE RULES AND AGREE"
Passed,0.034331901187915015,-0.051066097262251024,-100.0,404.0,152.0,252.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 2900; GOVERNMENT SPONSORED HOUSING ENTERPRISES FINANCIAL SAFETY AND SOUNDNESS ACT, On Agreeing to the Resolution"
Failed,-0.02486705415872451,0.013216889212910046,134.0,-178.0,-22.0,-156.0,", On Agreeing to the Amendment"
Passed,0.03450065293369726,-0.051297033202440466,-99.0,403.0,152.0,251.0,"GOVERNMENT SPONSORED HOUSING ENTERPRISES FINANCIAL SAFETY AND SOUNDNESS ACT OF 1991, On Passage"
Passed,0.04412770672999501,0.03238702000792976,-413.0,93.0,-160.0,253.0,"PROVIDING FOR THE CONSIDERATION OF S. 1722, EMERGENCY UNEMPLOYMENT COMPENSATION ACT, On Ordering the Previous Question"
Passed,0.04156442896274186,0.010508820422850318,-285.0,165.0,-60.0,225.0,"EMERGENCY UNEMPLOYMENT COMPENSATION ACT, On Passage"
Failed,-0.04018445353223182,-0.027883466492108343,361.0,-91.0,135.0,-226.0,", ON AGREEING TO THE AMENDMENT"
Passed,0.03965913631656347,0.02274025310102184,-333.0,107.0,-113.0,220.0,"LUMBEE RECOGNITION ACT, On Passage"
Passed,0.040224629572342664,0.005988601682874814,-290.0,174.0,-58.0,232.0,", On Approving the Journal"
Passed,0.04467603514230853,0.02514045268866196,-388.0,122.0,-133.0,255.0,"WAIVING ALL POINTS OF ORDER AGAINST THE CONFERENCE REPORT ON S. 1722; EMERGENCY UNEMPLOYMENT COMPENSATION ACT, On Agreeing to the Resolution"
Passed,0.04233745348665991,0.007262338397847383,-286.0,180.0,-53.0,233.0,"EMERGENCY UNEMPLOYMENT COMPENSATION ACT, On Agreeing to the Conference Report"
Passed,0.035395702581128105,-0.04268551408589146,-115.0,359.0,122.0,237.0,"DEPARTMENTS OF VETERANS AFFAIRS AND HOUSING AND URBAN DEVELOPMENT APPROPRIATIONS, F.Y. 1992, On Agreeing to the Conference Report"
Passed,0.02853697752658771,-0.05047074563833439,-69.0,365.0,148.0,217.0,"DEPARTMENTS OF VETERANS AFFAIRS AND HOUSING AND URBAN DEVELOPMENT APPROPRIATIONS, F.Y. 1992, CONCUR IN SENATE AMENDMENT NUMBERED 21 WITH AMENDMENT"
Passed,0.035280640804422905,-0.05259278563735695,-101.0,415.0,157.0,258.0,"DEFENSE PRODUCTION ACT AMENDMENTS, On Passage"
Passed,0.040320856929566974,0.0074342465285381805,-293.0,167.0,-63.0,230.0,", On Approving the Journal"
Passed,0.027981183360232406,0.010412254457619998,-214.0,90.0,-62.0,152.0,"DEPARTMENTS OF COMMERCE, JUSTICE, AND STATE AND THE JUDICIARY APPROPRIATIONS, F.Y. 1992, RECEDE AND CONCUR IN SENATE AMENDMENT 30 WITH AMENDMENT"
Passed,0.038164390128787355,0.0002088789662973485,-249.0,189.0,-30.0,219.0,"DEPARTMENTS OF COMMERCE, JUSTICE, AND STATE AND THE JUDICIARY APPROPRIATIONS, F.Y. 1992, RECEDE AND CONCUR IN SENATE AMENDMENT 78 WITH AMENDMENT"
Passed,0.036210144852174025,-0.006126531439350054,-208.0,204.0,-2.0,206.0,"DEPARTMENTS OF COMMERCE, JUSTICE, AND STATE AND THE JUDICIARY APPROPRIATIONS, F.Y. 1992, RECEDE AND CONCUR IN SENATE AMENDMENT 122 WITH AMENDMENT"
Failed,0.018826248507975568,0.036260095325645496,-214.0,-56.0,-135.0,79.0,"DEPARTMENTS OF COMMERCE, JUSTICE, AND STATE AND THE JUDICIARY APPROPRIATIONS, F.Y. 1992, RECEDE AND CONCUR IN SENATE AMENDMENT 140 WITH AMENDMENT"
Passed,0.03071209220110215,-0.051273199705212075,-76.0,382.0,153.0,229.0,"CLOSURE OF THE BANK UNDER THE SERGEANT AT ARMS, On Agreeing to the Resolution"
Failed,-0.04306996251867873,-0.025530360009932813,378.0,-114.0,132.0,-246.0,", MOTION TO TABLE"
Passed,0.043131004973138966,0.025722160428097503,-378.0,114.0,-132.0,246.0,", MOTION TO PROCEED IN ORDER"
Passed,0.043390268088583636,0.03065026421689651,-408.0,96.0,-156.0,252.0,", MOTION TO TABLE"
Passed,0.036655816003438146,-0.05143843897927649,-111.0,413.0,151.0,262.0,"JOB TRAINING REFORM AMENDMENTS, On Motion to Suspend the Rules and Pass"
Passed,0.03887441547319573,-0.031386145253351885,-164.0,324.0,80.0,244.0,"DEPARTMENT OF TRANSPORTATION AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992, On Agreeing to the Conference Report"
Passed,0.03817134956080595,-0.010256830288389765,-207.0,235.0,14.0,221.0,"DEPARTMENT OF TRANSPORTATION AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992, RECEDE AND CONCUR IN SENATE AMENDMENT 64 WITH AMENDMENT"
Passed,0.03201806282382465,0.02699630480716089,-271.0,53.0,-109.0,162.0,"DEPARTMENT OF TRANSPORTATION AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992, RECEDE AND CONCUR IN SENATE AMENDMENT 68 WITH AMENDMENT"
Passed,0.033705949136935226,-0.053429288188657144,-90.0,412.0,161.0,251.0,"PROVIDING FOR THE CONSIDERATION OF H.R 1470; PRICE FIXING PREVENTION ACT OF 1991, On Agreeing to the Resolution"
Failed,-0.031521578010587505,-0.03625677640131337,291.0,-21.0,135.0,-156.0,", On Agreeing to the Amendment"
Agreed to,-0.02772439114878959,-0.04254809026987061,276.0,24.0,150.0,-126.0,", On Agreeing to the Amendment"
Failed,-0.03923422807910324,-0.025502023624864013,325.0,-95.0,115.0,-210.0,", On Agreeing to the Amendment"
Passed,0.04033727307736375,0.010396825528888126,-291.0,161.0,-65.0,226.0,"FLINT HILLS PRAIRIE NATIONAL MONUMENT, On Passage"
Passed,0.0355013582901724,-0.05330878880648413,-103.0,421.0,159.0,262.0,"DEPARTMENT OF DEFENSE APPROPRIATIONS, F.Y. 1992, CLOSING PORTIONS OF CONFERENCE"
Failed,0.019739017221014444,0.04391026490548542,-197.0,-63.0,-130.0,67.0,"DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992, TABLE MOTION TO INSTRUCT"
Passed,-0.005765808729066379,-0.04770070637194973,114.0,152.0,133.0,19.0,"DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992, MOTION TO INSTRUCT CONFEREES"
Passed,0.037639915289474746,0.0392182038231559,-359.0,39.0,-160.0,199.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 3371; OMNIBUS CRIME CONTROL ACT OF 1991, On Agreeing to the Resolution"
Failed,-0.003608991144365708,0.05168766644847552,-80.0,-222.0,-151.0,-71.0,", On Agreeing to the Amendment"
Failed,-0.0016619879798090383,0.05210384173412861,-95.0,-213.0,-154.0,-59.0,", On Agreeing to the Amendment"
Agreed to,-0.0285072793509377,-0.039978128890537014,273.0,9.0,141.0,-132.0,", On Agreeing to the Amendment"
Passed,-0.006015311118802757,-0.048269823887770597,117.0,155.0,136.0,19.0,"DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992, MOTION TO INSTRUCT CONFEREES"
Passed,0.04343535368351815,0.017182309852303318,-342.0,150.0,-96.0,246.0,"DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992, TABLE MOTION TO DISCHARGE AND APPOINT CONFEREES"
Failed,-0.03234237381574254,-0.040734999446283914,298.0,-8.0,145.0,-153.0,", On Agreeing to the Amendment"
Agreed to,0.03379803459696298,0.04232086452583885,-330.0,8.0,-161.0,169.0,", ON AGREEING TO THE AMENDMENTS EN BLOC"
Agreed to,-0.013827984590594106,-0.0368082721533935,137.0,71.0,104.0,-33.0,", On Agreeing to the Amendment"
Agreed to,-0.00947691968686085,-0.05002544370678843,167.0,145.0,156.0,-11.0,", On Agreeing to the Amendment"
Agreed to,-0.01897802657197924,-0.04725958604085223,224.0,84.0,154.0,-70.0,", On Agreeing to the Amendment"
Failed,-0.043318437686269806,-0.015019808843639485,340.0,-156.0,92.0,-248.0,", On Agreeing to the Amendment"
Agreed to,-0.02574199926004165,-0.04298786107461889,256.0,34.0,145.0,-111.0,", On Agreeing to the Amendment"
Agreed to,0.019981315926230123,-0.053795381090942854,-8.0,324.0,158.0,166.0,", On Agreeing to the Amendment"
Agreed to,-0.021707249221615897,-0.04491201979356141,228.0,60.0,144.0,-84.0,", On Agreeing to the Amendment"
Agreed to,0.03266378214396834,-0.037424126988506445,-123.0,317.0,97.0,220.0,", On Agreeing to the Amendment"
Failed,-0.03490081204139216,-0.0407841141584912,326.0,-18.0,154.0,-172.0,"OMNIBUS CRIME CONTROL ACT OF 1991, On Motion to Recommit with Instructions"
Passed,0.02642097453654749,-0.01835105794646731,-136.0,188.0,26.0,162.0,"OMNIBUS CRIME CONTROL ACT OF 1991, On Passage"
Passed,0.03832748459437516,-0.043533554403367994,-140.0,380.0,120.0,260.0,"NEZ PERCE NATIONAL HISTORIC PARK, On Motion to Suspend the Rules and Pass"
Passed,0.034849576617425444,-0.05379671862705723,-96.0,420.0,162.0,258.0,"UNITED NATIONS DISASTER AND HUMANITARIAN EMERGENCIES, SUSPEND THE RULES AND AGREE"
Passed,0.04048236381919289,-0.028246346772962165,-193.0,325.0,66.0,259.0,"CONVENTION ON DISCRIMINATION AGAINST WOMEN, SUSPEND THE RULES AND AGREE"
Passed,0.04317404133682864,0.00042765619712752025,-292.0,214.0,-39.0,253.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 2950; INTERMODAL SURFACE TRANSPORTATION INFRASTRUCTURE ACT OF 1991, On Ordering the Previous Question"
Passed,0.04305790527441273,-0.001726819336050686,-284.0,222.0,-31.0,253.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 2950; INTERMODAL SURFACE TRANSPORTATION INFRASTRUCTURE ACT OF 1991, On Agreeing to the Resolution"
Passed,0.04260089639855742,-0.004069521340572645,-267.0,229.0,-19.0,248.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 2950; INTERMODAL SURFACE TRANSPORTATION INFRASTRUCTURE ACT OF 1991, TABLE MOTION TO RECONSIDER"
Failed,-0.03744180566782716,0.03799180723621693,150.0,-354.0,-102.0,-252.0,", "
Failed,0.006834412752742684,0.05139061396228236,-155.0,-163.0,-159.0,-4.0,", On Agreeing to the Amendment"
Agreed to,0.03486197228335428,-0.04276293163165094,-119.0,373.0,127.0,246.0,", On Agreeing to the Amendment"
Failed,-0.04130694609755504,0.017002464515923087,226.0,-278.0,-26.0,-252.0,", On Agreeing to the Amendment"
Passed,0.03637226653551173,-0.018509302477072935,-180.0,258.0,39.0,219.0,"INTERMODAL SURFACE TRANSPORTATION INFRASTRUCTURE ACT OF 1991, On Passage"
Passed,0.02604061424183274,-0.04990575859824689,-45.0,355.0,155.0,200.0,"INTELLIGENCE AUTHORIZATION ACT FOR FY 1992, MOTION TO INSTRUCT CONFEREES"
Passed,0.03780743020979117,0.005876033367127316,-255.0,161.0,-47.0,208.0,"MAKING FURTHER CONTINUING APPROPRIATIONS FOR FY 1992, On Passage"
Failed,-0.02419200642128715,-0.031112247342308084,200.0,-8.0,96.0,-104.0,"DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992, RECOMMIT CONFERENCE REPORT WITH INSTRUCTIONS"
Passed,0.034782842219250695,-0.006804763916786187,-177.0,205.0,14.0,191.0,"DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992, On Agreeing to the Conference Report"
Passed,0.025544181776629572,0.011550248256102302,-180.0,78.0,-51.0,129.0,"DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992, RECEDE AND CONCUR IN SENATE ADT #43"
Failed,0.017263263665573708,0.032455604486054425,-187.0,-45.0,-116.0,71.0,"DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992, RECEDE AND CONCUR IN SENATE ADT #130"
Passed,-0.016146938580252724,-0.03909012163595893,215.0,79.0,147.0,-68.0,"DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992, RECEDE AND CONCUR IN SENATE ADT #226 WITH AN ADT"
