Pelosi,-0.019809728324504325,0.035681216171963945,-429.0,81.0,-174.0,255.0,", Election of the Speaker"
Passed,-0.016719357087685776,0.035226358259314895,-386.0,46.0,-170.0,216.0,"Wall Street Reform and Consumer Protection Act of 2009, On Agreeing to the Conference Report"
Passed,-0.030133560557225172,-0.018216032506687393,-73.0,411.0,169.0,242.0,"Indian Pueblo Cultural Center Clarification Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.029832885011310224,-0.018970759936998836,-66.0,410.0,172.0,238.0,"Honoring the veterans of Helicopter Attack Light Squadron Three and their families, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.029760271435067622,-0.01913710720772933,-64.0,410.0,173.0,237.0,"Salmon Lake Land Selection Resolution Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03011104928265561,-0.01867647215090386,-70.0,412.0,171.0,241.0,"Recognizing the important role pollinators play in supporting the ecosystem and supporting the goals and ideals of National Pollinator Week, On Motion to Suspend the Rules and Agree"
Passed,-0.016633658243128093,0.03637923691055049,-392.0,42.0,-175.0,217.0,"Providing for consideration of the bill (H.R. 5618) to continue Federal unemployment programs, and waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules, On Agreeing to the Resolution"
Passed,-0.02986413215088117,-0.018299547974553354,-69.0,407.0,169.0,238.0,"Expressing the sense of the House of Representatives that the political situation in Thailand be solved peacefully and through democratic means., On Motion to Suspend the Rules and Agree, As Amended"
Passed,-0.029654646665451374,-0.0192155073782375,-62.0,410.0,174.0,236.0,"Congratulating the people of the 17 African nations that in 2010 are marking the 50th year of their national independence., On Motion to Suspend the Rules and Agree, As Amended"
Passed,-0.03050255924935097,-0.017943366986847033,-79.0,413.0,167.0,246.0,"Congratulating the Government of South Africa upon its first two successful convictions for human trafficking, On Motion to Suspend the Rules and Agree, As Amended"
Passed,-0.014468109514685003,0.03516976482066359,-362.0,24.0,-169.0,193.0,"Restoration of Emergency Unemployment Compensation Act, On Motion to Table the Appeal of the Ruling of the Chair"
Passed,-0.020604972582121267,0.02731327722417789,-343.0,117.0,-113.0,230.0,"Restoration of Emergency Unemployment Compensation Act, On Passage"
Passed,-0.029698963043000116,-0.01818293069706402,-72.0,404.0,166.0,238.0,"To amend the Federal Election Campaign Act of 1971 to prohibit any registered lobbyist whose clients include foreign governments which are found to be sponsors of international terrorism or include other foreign nationals from making contributions and other campaign-related disbursements in elections for public office, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.029541162982174934,-0.013685154865073405,-102.0,382.0,140.0,242.0,"Expressing support for designation of June 30 as “National ESIGN Day”, On Motion to Suspend the Rules and Agree"
Passed,-0.012510939560829758,0.03472921196410434,-349.0,5.0,-172.0,177.0,"Providing for consideration of the Senate amendments to the bill (H.R. 4899) making emergency supplemental appropriations for disaster relief and summer jobs for the fiscal year ending September 30, 2010, On Agreeing to the Resolution"
Passed,-0.02967498664245088,-0.017763720896372986,-74.0,402.0,164.0,238.0,"Expressing support for the people of Guatemala, Honduras, and El Salvador as they persevere through the aftermath of Tropical Storm Agatha which swept across Central America causing deadly floods and mudslides, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.017045413773779258,0.03397071007980923,-385.0,57.0,-164.0,221.0,"Making emergency supplemental appropriations for disaster relief and summer jobs for fiscal year ending September 30, 2010, and for other purposes, Second Portion of the Divided Question [Amendment 2]"
Failed,0.024415236152585913,0.02054579522492932,22.0,-352.0,-165.0,-187.0,"Making emergency supplemental appropriations for disaster relief and summer jobs for fiscal year ending September 30, 2010, and for other purposes, Third Portion of the Divided Question [Amendment 3]"
Failed,0.011706088466052401,0.024903971752261063,-92.0,-222.0,-157.0,-65.0,"Making emergency supplemental appropriations for disaster relief and summer jobs for fiscal year ending September 30, 2010, and for other purposes, Fourth Portion of the Divided Question [Amendment 4]"
Failed,-0.0008036981094744546,0.028831235638340145,-208.0,-98.0,-153.0,55.0,"Making emergency supplemental appropriations for disaster relief and summer jobs for fiscal year ending September 30, 2010, and for other purposes, Fifth Portion of the Divided Question [Amendment 5]"
Passed,-0.027048870648393234,-0.0076865965429191545,-126.0,324.0,99.0,225.0,"Colonel Charles Young Home Study Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.020974479792026823,0.020044358387498455,-298.0,150.0,-74.0,224.0,"San Antonio Missions National Historical Park Boundary Expansion Act of 2010, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.02830438852935427,-0.01571186808161624,-77.0,379.0,151.0,228.0,"Fort Pulaski National Monument Lease Authorization Act, On Motion to Suspend the Rules and Pass"
Passed,-0.017215668322932316,0.03591478114021518,-394.0,48.0,-173.0,221.0,"Providing for consideration of the bill (H.R. 1722) to improve teleworking in executive agencies by developing a telework program that allows employees to telework at least 20 percent of the hours worked in every 2 administrative workweeks, and for other purposes, On Ordering the Previous Question"
Passed,-0.0178950794522231,0.03537339400301724,-398.0,58.0,-170.0,228.0,"Providing for consideration of the bill (H.R. 1722) to improve teleworking in executive agencies by developing a telework program that allows employees to telework at least 20 percent of the hours worked in every 2 administrative workweeks, and for other purposes, On Agreeing to the Resolution"
Passed,-0.030819340271618857,-0.018583419812148318,-74.0,420.0,173.0,247.0,"To amend the Hydrographic Services Improvement Act of 1998 to authorize funds to acquire hydrographic data and provide hydrographic services specific to the Arctic for safe navigation, delineating the United States extended continental shelf, and the monitoring and description of costal changes, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.006430820978118439,-0.0294244451128196,164.0,184.0,174.0,10.0,"Telework Improvements Act, On Motion to Recommit with Instructions"
Passed,-0.022717888467767264,0.021890135795271926,-327.0,159.0,-84.0,243.0,"Telework Improvements Act, On Passage"
Passed,-0.030493283787762615,-0.01813415786090444,-74.0,414.0,170.0,244.0,"Improper Payments Elimination and Recovery Act, On Motion to Suspend the Rules and Pass"
Passed,-0.017893739489637052,0.035754324226439795,-403.0,57.0,-173.0,230.0,"Providing for consideration of H.R. 5114, Flood Insurance Reform Priorities Act, On Agreeing to the Resolution"
Agreed to,-0.030527456726378136,-0.018172901845294107,-76.0,414.0,169.0,245.0,", On Agreeing to the Amendment"
Agreed to,-0.030305686394892943,-0.0185777995031308,-71.0,415.0,172.0,243.0,", On Agreeing to the Amendment"
Failed,0.01583930608435212,-0.035115938513020514,378.0,-38.0,170.0,-208.0,"Flood Insurance Reform Priorities Act, On Motion to Recommit with Instructions"
Passed,-0.02548193476500361,0.009452022266725781,-247.0,239.0,-4.0,243.0,"Flood Insurance Reform Priorities Act, On Passage"
Passed,-0.02766466368978965,-0.015085479880709232,-81.0,369.0,144.0,225.0,"Expressing support for designation of the week of September 13, 2010, as National Adult Education and Family Literacy Week, On Motion to Suspend the Rules and Agree"
Passed,-0.02708525071506518,-0.010836778362024305,-109.0,339.0,115.0,224.0,"Recognizing the 50th anniversary of Title VI international education programs within the Department of Education, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.02761087299320569,-0.01626445914567914,-71.0,373.0,151.0,222.0,"Expressing support for designation of September as National Child Awareness Month, On Motion to Suspend the Rules and Agree"
Passed,-0.029117201418035216,-0.017220759755882442,-74.0,394.0,160.0,234.0,"Congratulating the University of South Carolina Gamecocks on winning the 2010 NCAA Division I College World Series, On Motion to Suspend the Rules and Agree"
Passed,-0.02967489844104249,-0.017527738534988926,-76.0,402.0,163.0,239.0,"Surface Transportation Savings Act of 2010, On Motion to Suspend the Rules and Pass"
Passed,-0.02994849185521066,-0.017944589813195362,-74.0,408.0,167.0,241.0,"Recognizing the 65th anniversary of the end of World War II, honoring the service members who fought in World War II and their families, and honoring the service members who are currently serving in combat operations, On Motion to Suspend the Rules and Agree"
Passed,-0.030151572710430327,-0.018453947747100807,-71.0,413.0,171.0,242.0,"Supporting the goals and ideals of National Aerospace Week, and for other purposes, On Motion to Suspend the Rules and Agree"
Passed,-0.02567553930544334,0.011339270305064018,-262.0,234.0,-14.0,248.0,"To protect Indian arts and crafts through the improvement of applicable criminal proceedings, and for other purposes, On Motion to Suspend the Rules and Concur in the Senate Amendment"
Passed,-0.028652259409754213,-0.004912476539785906,-161.0,335.0,87.0,248.0,"United States Manufacturing Enhancement Act of 2010, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.029156261885404006,-0.014734014296132837,-92.0,382.0,145.0,237.0,"Congratulating the Saratoga Race Course as it celebrates its 142nd season, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.016839267881552197,0.03548554439274638,-388.0,48.0,-170.0,218.0,"Waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules and providing for consideration of motions to suspend the rules, On Agreeing to the Resolution"
Passed,-0.030855008065179226,-0.017556068676325184,-85.0,413.0,164.0,249.0,"Prevention of Interstate Commerce in Animal Crush Videos Act of 2010, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.030773601340048414,-0.017857513479124155,-81.0,417.0,168.0,249.0,"Honoring the service and commitment of the 111th Fighter Wing, Pennsylvania Air National Guard, On Motion to Suspend the Rules and Agree, As Amended"
Passed,-0.017627325735154756,0.03519564179377866,-395.0,57.0,-169.0,226.0,"Providing for consideration of the Senate amendment to the House amendment to the Senate amendment to H.R. 4213, Unemployment Compensation Extension Act of 2010, On Agreeing to the Resolution"
Passed,-0.030584382843357766,-0.017516713620319396,-83.0,409.0,163.0,246.0,"Child Protection Improvements Act of 2010, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.020805439031465624,0.02703442615525635,-343.0,121.0,-111.0,232.0,"Unemployment Compensation Extension Act of 2010, On Motion to Concur in the Senate amdt to the House amdt to the Senate amdt"
Passed,-0.030356920890817114,-0.017531972991561687,-81.0,411.0,165.0,246.0,"To designate the facility of the United States Postal Service located at 100 Orndorf Drive in Brighton, Michigan, as the “Joyce Rogers Post Office Building”, On Motion to Suspend the Rules and Pass"
Passed,-0.017312638238437976,0.03484488527418583,-391.0,55.0,-168.0,223.0,"Providing for consideration of H.R. 1264, Multiple Peril Insurance Act of 2009, On Ordering the Previous Question"
Passed,-0.016287954046277798,0.03441785442200918,-375.0,45.0,-165.0,210.0,"Providing for consideration of H.R. 1264, Multiple Peril Insurance Act of 2009, On Agreeing to the Resolution"
Passed,-0.019817809433831914,0.023618248694026917,-320.0,126.0,-97.0,223.0,"To amend the Federal Advisory Committee Act to increase the transparency and accountability of Federal advisory committees, and for other purposes, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.028052128937133533,-0.016462352063170534,-71.0,377.0,153.0,224.0,"Recognizing and honoring the 20th anniversary of the enactment of the Americans with Disabilities Act of 1990, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.02680451759806663,-0.00907959864405723,-115.0,325.0,105.0,220.0,"Twenty-First Century Communications and Video Accessibility Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.014045024259887493,0.03384916930900239,-346.0,26.0,-160.0,186.0,"Providing for consideration of the concurrent resolution (H.Con.Res. 301) directing the President, pursuant to section 5(c) of the War Powers Resolution, to remove the United States Armed Forces from Pakistan, On Agreeing to the Resolution"
Passed,-0.026749191738089675,-0.01741279222276388,-57.0,371.0,157.0,214.0,"Surface Transportation Earmark Rescission, Savings, and Accountability Act, On Motion to Suspend the Rules and Pass"
Passed,-0.03012809977471364,-0.01809354108262856,-73.0,411.0,169.0,242.0,"Recognizing and honoring the freight rail industry, On Motion to Suspend the Rules and Agree, as Amended"
Failed,0.023284212370802512,0.019661538576195254,21.0,-335.0,-157.0,-178.0,"Directing the President, pursuant to section 5(c) of the War Powers Resolution, to remove the United States Armed Forces from Pakistan, On Agreeing to the Resolution"
Passed,-0.009641485575991506,-0.02416182387711068,101.0,195.0,148.0,47.0,"Making emergency supplemental appropriations for disaster relief and summer jobs for the fiscal year ending September 30, 2010, and for other purposes, On Motion to Suspend the Rules, Recede from the House Amdt, and Concur in the Senate Amdt"
Passed,-0.030562738741729555,-0.01739173202585927,-83.0,413.0,165.0,248.0,"Northern Border Counternarcotics Strategy Act of 2010, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.018488401637857175,0.035557514536551066,-407.0,65.0,-171.0,236.0,"Providing for consideration of H.R. 5822, making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2011, and for other purposes and providing for consideration of motions to suspend the rules, On Agreeing to the Resolution"
Passed,-0.02918523999275073,-0.006543917648534327,-153.0,341.0,94.0,247.0,"National Manufacturing Strategy Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03055326254424451,-0.018276843837284854,-76.0,416.0,170.0,246.0,"Honoring the educational significance of Dr. Jane Goodall’s work on this the 50th anniversary of the beginning of her work in Tanzania, Africa, On Motion to Suspend the Rules and Agree"
Passed,-0.008025927139138155,-0.027891779129383964,140.0,194.0,167.0,27.0,"To amend title 11 of the United States Code to include firearms in the types of property allowable under the alternative provision for exempting property from the estate, On Motion to Suspend the Rules and Pass, as Amended"
Agreed to,-0.017626560396396106,-0.024168660578260108,53.0,289.0,171.0,118.0,", On Agreeing to the Amendment"
Failed,0.020125651251278995,-0.015403716161401532,255.0,-163.0,46.0,-209.0,", On Agreeing to the Amendment"
Passed,-0.03049180421741965,-0.01654662750998009,-90.0,406.0,158.0,248.0,"Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2011, and for other purposes, On Passage"
Passed,-0.014164972120299674,0.030698247651780617,-330.0,42.0,-144.0,186.0,"Providing for an adjournment of the House, On Agreeing to the Resolution"
Passed,-0.017542022227923462,0.035219659503245224,-391.0,57.0,-167.0,224.0,"Providing for consideration of the bill (H.R. 5850) making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2011, and for other purposes, On Ordering the Previous Question"
Passed,-0.016497191568000766,0.03526310252238848,-382.0,46.0,-168.0,214.0,"Providing for consideration of the bill (H.R. 5850) making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2011, and for other purposes, On Agreeing to the Resolution"
Passed,-0.017007340227397354,0.035332985620393324,-389.0,51.0,-169.0,220.0,"Providing for consideration of the bill (H.R. 5893) to amend the Internal Revenue Code of 1986 to create jobs through increased investment in infrastructure, to eliminate loopholes which encourage companies to move operations offshore, and for other purposes, On Agreeing to the Resolution"
Passed,-0.026242687962238477,0.007370260864226769,-234.0,254.0,10.0,244.0,"Senior Financial Empowerment Act of 2010, On Motion to Suspend the Rules and Pass, as Amended"
Failed,0.012172637386368137,-0.03380996079039521,329.0,-5.0,162.0,-167.0,", On Agreeing to the Amendment"
Failed,0.01398724802601414,-0.03466988388291601,354.0,-22.0,166.0,-188.0,", On Agreeing to the Amendment"
Failed,0.018283090226959613,-0.032272516239456574,365.0,-77.0,144.0,-221.0,", On Agreeing to the Amendment"
Failed,-0.019999140896052855,0.031229370009460224,-382.0,96.0,-143.0,239.0,"James Zadroga 9/11 Health and Compensation Act, On Motion to Suspend the Rules and Pass, as Amended"
Failed,0.01793721263055278,-0.034480280076035014,389.0,-65.0,162.0,-227.0,", On Agreeing to the Amendment"
Failed,0.02010389773691235,-0.031126187426987896,374.0,-100.0,137.0,-237.0,", On Agreeing to the Amendment"
Failed,0.022602403188109185,-0.02204054699941823,318.0,-158.0,80.0,-238.0,", On Agreeing to the Amendment"
Failed,0.0189445366520239,-0.02996652075505118,359.0,-91.0,134.0,-225.0,", On Agreeing to the Amendment"
Failed,0.019854187047353814,-0.028963143916736045,360.0,-104.0,128.0,-232.0,", On Agreeing to the Amendment"
Failed,0.018661809008260588,-0.030194866486508865,357.0,-87.0,135.0,-222.0,", On Agreeing to the Amendment"
Failed,0.01927843636761677,-0.028757999530029055,349.0,-99.0,125.0,-224.0,", On Agreeing to the Amendment"
Passed,-0.018608913953731317,0.03131010597263649,-364.0,84.0,-140.0,224.0,"Making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2011, and for other purposes, On Passage"
Passed,-0.014197172745379058,0.034323018500635225,-356.0,26.0,-165.0,191.0,"Providing for consideration of (H.R. 3534) the Consolidated Land, Energy, and Aquatic Resources Act and providing for consideration of (H.R. 5851) the Offshore Oil and Gas Worker Whistleblower Protection Act, On Agreeing to the Resolution"
Passed,-0.029922070419494833,-0.01716868651782869,-80.0,402.0,161.0,241.0,"Expessing the sense of the House of Representatives that fruit and vegatable and commodity producers are encouraged to display the American flag on labels of products grown in the United States, reminding us all to take pride in the healthy bounty produced by American farmers and workers, On Motion to Suspend the Rules and Agree"
Passed,-0.03025892892843338,-0.014210729303837058,-101.0,391.0,145.0,246.0,"Real Estate Jobs and Investment Act of 2010, On Motion to Suspend the Rules and Pass"
Passed,-0.03067634075848595,-0.016767599127809778,-88.0,410.0,161.0,249.0,"Recognizing the 50th anniversary of the Student Nonviolent Coordinating Committee (SNCC) and the pioneering of college students whose determination and nonviolent resistance led to the desegregation of lunch counters and places of public accommodation over a 5-year period, On Motion to Suspend the Rules and Agree"
Passed,-0.03035737680216124,-0.017101886102980933,-84.0,408.0,162.0,246.0,"To provide for the conveyance of a small parcel of National Forest System land in the Frances Marion National Forest in South Carolina, and for other purposes, On Motion to Suspend the Rules and Pass, as Amended"
Failed,0.017611500786294934,-0.03399373318190303,385.0,-63.0,161.0,-224.0,"Offshore Oil and Gas Worker Whistleblower Protection Act of 2010, On Motion to Recommit with Instructions"
Passed,-0.02532637659368959,0.013221646532370167,-271.0,223.0,-24.0,247.0,"Offshore Oil and Gas Worker Whistleblower Protection Act of 2010, On Passage"
Agreed to,-0.0182530935535103,0.029994035292335592,-357.0,85.0,-136.0,221.0,", On Agreeing to the Amendment"
Agreed to,-0.030060482568594126,-0.01578590384151387,-91.0,399.0,154.0,245.0,", On Agreeing to the Amendment"
Agreed to,-0.02955960837907844,-0.014584473764020382,-93.0,387.0,147.0,240.0,", On Agreeing to the Amendment"
Agreed to,-0.019832086494168608,0.02924800094839908,-363.0,105.0,-129.0,234.0,", On Agreeing to the Amendment"
Agreed to,-0.012185452010400243,0.02948535274865052,-323.0,17.0,-153.0,170.0,", On Agreeing to the Amendment"
Failed,0.016852029238642485,-0.029808801586722476,350.0,-74.0,138.0,-212.0,"Consolidated Land, Energy, and Aquatic Resources Act of 2010, On Motion to Recommit with Instructions"
Passed,-0.012061449114226845,0.03131740641768328,-321.0,17.0,-152.0,169.0,"Consolidated Land, Energy, and Aquatic Resources Act of 2010, On Passage"
Failed,-0.01914674735083554,0.032098489511632994,-389.0,87.0,-151.0,238.0,"To amend the Internal Revenue Code of 1986 to repeal the expansion of certain information reporting requirements to corporations and to payments for property, to eliminate loopholes which encourage companies to move operations offshore, and for other purposes, On Motion to Suspend the Rules and Pass"
Passed,-0.018275241440487443,0.03296238439453083,-385.0,73.0,-156.0,229.0,", Table Appeal of the Ruling of the Chair"
Passed,-0.019219473906904642,0.03373776357813167,-400.0,80.0,-160.0,240.0,"Providing for consideration of the Senate amendment to the House amendment to the Senate amendment to H.R. 1586, to modernize the air traffic control system, improve the safety, reliability, and availability of transportation by air in the United States, provide for modernization of the air traffic control system, etc., On Ordering the Previous Question"
Passed,-0.01679659035264448,0.03343845427900879,-370.0,56.0,-157.0,213.0,"Providing for consideration of the Senate amendment to the House amendment to the Senate amendment to H.R. 1586, to modernize the air traffic control system, improve the safety, reliability, and availability of transportation by air in the United States, provide for modernization of the air traffic control system, etc., On Agreeing to the Resolution"
Passed,-0.019528474024556697,0.033089012403414574,-399.0,87.0,-156.0,243.0,"To modernize the air traffic control system, improve the safety, reliability, and availability of transportation by air in the United States, provide for modernization of the air traffic control system, reauthorize the Federal Aviation Administration, and for other purposes., On Motion to Concur in Senate Amendment to House Amendment to Senate Amendment"
Passed,-0.02745973241467085,-0.017466771749050113,-62.0,378.0,158.0,220.0,"Honoring the members of the Army National Guard and Air National Guard of the State of Oklahoma for their service and sacrifice on behalf of the United States since September 11, 2001, On Motion to Suspend the Rules and Agree"
Passed,-0.027491376756289522,-0.01744991480580147,-62.0,378.0,158.0,220.0,"Acknowledging and congratulating Miami Dade College on the occasion of its 50th anniversary of service to the students and residents of the State of Florida, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.0278508804647929,-0.008473922246776932,-127.0,335.0,104.0,231.0,"Congressional Made in America Promise Act of 2010, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.02973140408206141,-0.019220421063228754,-63.0,411.0,174.0,237.0,"Captain Rhett W. Schiller Post Office, On Motion to Suspend the Rules and Pass"
Passed,-0.029470643836681562,-0.01915388862258681,-62.0,408.0,173.0,235.0,"Expressing support for designation of the last week of September as National Hereditary Breast and Ovarian Cancer Week and the last Wednesday of September as National Previvor Day, On Motion to Suspend the Rules and Agree"
Passed,-0.029575556483154446,-0.019131189580866598,-63.0,409.0,173.0,236.0,"Overseas Contractor Reform Act, On Motion to Suspend the Rules and Pass"
Passed,-0.029563426257114736,-0.019121993078500914,-64.0,410.0,173.0,237.0,"Expressing the sense of the House of Representatives regarding the terrorist attacks launched against the United States on September 11, 2001, On Motion to Suspend the Rules and Agree"
Passed,-0.01613432612318466,0.035504067873600116,-382.0,40.0,-171.0,211.0,"Providing for consideration of H.R. 4785, the Rural Energy Savings Program Act, On Ordering the Previous Question"
Passed,-0.015731143989374932,0.03554869379013188,-375.0,37.0,-169.0,206.0,"Providing for consideration of H.R. 4785, the Rural Energy Savings Program Act, On Agreeing to the Resolution"
Passed,-0.029820322159207577,-0.018438431588993415,-69.0,409.0,170.0,239.0,"To designate the Federal building under construction at 1220 Echelon Parkway in Jackson, Mississippi, as the “Chaney, Goodman, Schwerner Federal Building”, On Motion to Suspend the Rules and Concur in the Senate Amendments"
Agreed to,-0.029083375201363244,-0.017771690262560334,-70.0,398.0,164.0,234.0,", On Agreeing to the Amendment"
Passed,-0.01790865675821553,0.03339627223668675,-390.0,68.0,-161.0,229.0,"Rural Energy Savings Program Act, On Passage"
Passed,-0.028953938904084143,-0.017735494541217575,-68.0,394.0,163.0,231.0,"Expressing condolences to and solidarity with the people of Pakistan in the aftermath of the devastating floods that began on July 22, 2010, On Motion to Suspend the Rules and Agree, as Amended"
Failed,-0.015793972190417796,0.0335902901516888,-375.0,41.0,-167.0,208.0,"Coltsville National Historical Park Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.024682314776522628,0.0013416520995437045,-176.0,260.0,42.0,218.0,"Nationally Enhancing the Wellbeing of Babies through Outreach and Research Now Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.017977408732038073,0.03415920595855323,-394.0,64.0,-165.0,229.0,", Table the Appeal of the Ruling of the Chair"
Passed,-0.01692726139811209,0.03529390195822358,-389.0,49.0,-170.0,219.0,"Providing for consideration of the Senate amendment to the bill (H.R. 5297) to create the Small Business Lending Fund Program and to amend the Internal Revenue Code of 1986 to provide tax incentives for small business job creation, On Ordering the Previous Question"
Passed,-0.016022319443272003,0.035248161719158934,-380.0,40.0,-170.0,210.0,"Providing for consideration of the Senate amendment to the bill (H.R. 5297) to create the Small Business Lending Fund Program and to amend the Internal Revenue Code of 1986 to provide tax incentives for small business job creation, On Agreeing to the Resolution"
Failed,-0.018886527045035535,0.0347397294687674,-410.0,70.0,-170.0,240.0,"Casa Grande Ruins National Monument Boundary Modification Act of 2010, On Motion to Suspend the Rules and Pass, as Amended"
Failed,-0.020396212542521493,0.0320084168258191,-394.0,98.0,-148.0,246.0,"Sedona-Red Rock National Scenic Area Act of 2010, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.017032048069923953,0.03535205599385528,-397.0,51.0,-173.0,224.0,"Small Business Lending Fund Act of 2010, On Motion to Concur in the Senate Amendment"
Passed,-0.030468311933018043,-0.017152235068771372,-83.0,409.0,163.0,246.0,"Ultralight Smuggling Prevention Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.02979536620844399,-0.010677743716827946,-123.0,369.0,123.0,246.0,"Training and Research for Autism Improvements Nationwide Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.030586410292258177,-0.016564669363661057,-87.0,407.0,160.0,247.0,"Emergency Medic Transition Act of 2010, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.030660559371209133,-0.018061355247185787,-78.0,416.0,169.0,247.0,"Family Health Care Accessibility Act of 2010, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.029224347036576562,-0.008338893274694243,-134.0,352.0,109.0,243.0,"National All Schedules Prescription Electronic Reporting Reauthorization Act of 2010, On Motion to Suspend the Rules and Pass, as Amended"
Failed,0.029823524443608987,0.01802883318189942,73.0,-407.0,-167.0,-240.0,", On Motion to Adjourn"
Passed,-0.012080196973870876,0.034940972441426466,-341.0,1.0,-170.0,171.0,"Adjournment Resolution, On Agreeing to the Resolution"
Passed,-0.017364850005564814,0.03601592696137741,-394.0,52.0,-171.0,223.0,"Providing for consideration of H.R. 847, “James Zadroga 9/11 Health and Compensation Act of 2010”, H.R. 2378, “Currency Reform for Fair Trade Act”, and the Senate Amendment to H.R. 2701, “Intelligence Authorization Act for Fiscal Year 2010”, On Ordering the Previous Question"
Passed,-0.017132829384095483,0.03540811081807142,-387.0,51.0,-168.0,219.0,"Providing for consideration of H.R. 847, “James Zadroga 9/11 Health and Compensation Act of 2010”, H.R. 2378, “Currency Reform for Fair Trade Act”, and the Senate Amendment to H.R. 2701, “Intelligence Authorization Act for Fiscal Year 2010”, On Agreeing to the Resolution"
Failed,0.01775344007049148,-0.035201799671845585,393.0,-59.0,167.0,-226.0,"James Zadroga 9/11 Health and Compensation Act, On Motion to Recommit with Instructions"
Passed,-0.021101968614140747,0.03094999368234701,-388.0,108.0,-140.0,248.0,"James Zadroga 9/11 Health and Compensation Act, On Passage"
Passed,-0.031148352385775502,-0.018596538233110558,-77.0,425.0,174.0,251.0,"To require the Secretary of Veterans Affairs to include on the main page of the Internet website of the Department of Veterans Affairs a hyperlink to the VetSuccess Internet website and to publicize such Internet website, On Motion to Suspend the Rules and Pass"
Passed,-0.027596004752320637,0.0014829109095060113,-202.0,292.0,45.0,247.0,"Securing America’s Veterans Insurance Needs and Goals Act of 2010, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.030599536754968033,-0.018030449150125378,-79.0,415.0,168.0,247.0,"Calling on the Government of Japan to immediately address the growing problem of abduction to and retention of United States citizen minor children in Japan, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.026368219236721266,0.004842674899026206,-219.0,269.0,25.0,244.0,"Currency Reform for Fair Trade Act, On Passage"
Passed,-0.025714307099956254,0.012543821252591715,-273.0,227.0,-23.0,250.0,"Rare Earths and Critical Materials Revitalization Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.030918487520043076,-0.015429958857203658,-100.0,402.0,151.0,251.0,"To require that certain Federal job training and career education programs give priority to programs that provide a national industry-recognized and portable credential, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.026323605192329028,0.008105234763146976,-242.0,254.0,6.0,248.0,"Medical Debt Relief Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.018055663987077076,0.034570124611596614,-405.0,63.0,-171.0,234.0,"Intelligence Authorization Act for Fiscal Year 2010, On Motion to Concur in the Senate Amendment"
Passed,-0.017690032918939474,0.0363195031737254,-400.0,54.0,-173.0,227.0,"Providing for consideration of the Senate amendments to the bill (H.R. 3081) making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2010, and for other purposes, On Ordering the Previous Question"
Passed,-0.016513999917688173,0.036097782115890556,-386.0,42.0,-172.0,214.0,"Providing for consideration of the Senate amendments to the bill (H.R. 3081) making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2010, and for other purposes, On Agreeing to the Resolution"
