Boehner,-0.02922694898919777,0.004836111866541515,360.0,24.0,192.0,-168.0,", Election of the Speaker"
Failed,-0.025886998785217438,0.019568292584876436,311.0,-51.0,130.0,-181.0,", On Agreeing to the Amendment"
Agreed to,-0.03319689983581417,0.007420201420151928,404.0,34.0,219.0,-185.0,", On Agreeing to the Amendment"
Failed,-0.02286200962929372,0.022503653293723423,283.0,-87.0,98.0,-185.0,", On Agreeing to the Amendment"
Agreed to,-0.03223886707048483,0.008897932983112304,390.0,24.0,207.0,-183.0,", On Agreeing to the Amendment"
Agreed to,-0.03256092359180069,0.004524170374728442,392.0,46.0,219.0,-173.0,", On Agreeing to the Amendment"
Agreed to,-0.03291674868135286,0.0028870192412021115,397.0,57.0,227.0,-170.0,", On Agreeing to the Amendment"
Agreed to,-0.03227143037596335,0.008999774349518565,391.0,23.0,207.0,-184.0,", On Agreeing to the Amendment"
Failed,0.03260453206793157,-0.005582105531790078,-392.0,-42.0,-217.0,175.0,", On Agreeing to the Amendment"
Failed,0.033094690817656196,-0.006288326565740689,-398.0,-40.0,-219.0,179.0,", On Agreeing to the Amendment"
Failed,0.03196938094674327,-0.004526433069513473,-382.0,-44.0,-213.0,169.0,", On Agreeing to the Amendment"
Passed,-0.013666604840201628,-0.025946306370869112,149.0,189.0,169.0,20.0,"An Act to reauthorize and amend the National Sea Grant College Program Act, and for other purposes, On Motion to Concur in the Senate Amendment to the House Amendment"
Passed,-0.033127014607722924,0.0004984986950312027,401.0,67.0,234.0,-167.0,"Iran Accountability Act of 2016, On Passage"
Failed,0.033143028815015955,-0.001332640953566363,-398.0,-68.0,-233.0,165.0,", On Agreeing to the Amendment"
Failed,0.032435383330725584,0.0017867890178040078,-388.0,-82.0,-235.0,153.0,", On Agreeing to the Amendment"
Failed,0.03319801305859948,-0.006230134489733029,-403.0,-39.0,-221.0,182.0,", On Agreeing to the Amendment"
Failed,0.03295694583362009,-0.006095867702254843,-397.0,-41.0,-219.0,178.0,", On Agreeing to the Amendment"
Failed,0.03325458524852809,-0.005545055358919142,-401.0,-45.0,-223.0,178.0,", On Agreeing to the Amendment"
Failed,0.03378092972643323,-0.0045554688789276425,-411.0,-51.0,-231.0,180.0,", On Agreeing to the Amendment"
Failed,0.03302359696125358,-0.0029339390560424988,-397.0,-57.0,-227.0,170.0,", On Agreeing to the Amendment"
Failed,0.031855035130702467,-0.006266587191314209,-385.0,-37.0,-211.0,174.0,", On Agreeing to the Amendment"
Failed,0.029373754273153814,-0.010771041169673657,-353.0,-1.0,-177.0,176.0,", On Agreeing to the Amendment"
Passed,-0.0325152808792182,0.006047320265435686,391.0,35.0,213.0,-178.0,"Making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2017, and for other purposes, On Passage"
Passed,-0.033691832440736334,0.001338499164514615,409.0,65.0,237.0,-172.0,"To codify regulations relating to transfers of funds involving Iran, and for other purposes, On Passage"
Passed,-0.006676475848962864,-0.05735840750661342,61.0,399.0,230.0,169.0,"Survivors’ Bill of Rights Act of 2016, On Motion to Suspend the Rules and Pass"
Passed,-0.007061505333120371,-0.05623945609832373,66.0,392.0,229.0,163.0,"Cooperative Managment of Mineral Rights Act of 2016, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03310099105896311,0.003637338954366072,406.0,54.0,230.0,-176.0,"Providing for consideration of H. R. 5063, the Stop Settlement Slush Funds Act of 2016, On Ordering the Previous Question"
Passed,-0.03333591389690638,0.003962531304113896,409.0,53.0,231.0,-178.0,"Providing for consideration of H. R. 5063, the Stop Settlement Slush Funds Act of 2016, On Agreeing to the Resolution"
Failed,0.03300975614010648,-0.003189211700598525,-400.0,-56.0,-228.0,172.0,", On Agreeing to the Amendment"
Failed,0.03261015240039788,-0.0022415417951948038,-395.0,-61.0,-228.0,167.0,", On Agreeing to the Amendment"
Failed,0.03314771830390927,-0.002974584216209684,-403.0,-57.0,-230.0,173.0,", On Agreeing to the Amendment"
Failed,-0.020217469756180013,0.025334626738707098,249.0,-107.0,71.0,-178.0,", On Agreeing to the Amendment"
Failed,0.033134103469960464,-0.003453651063830383,-405.0,-53.0,-229.0,176.0,"Stop Settlement Slush Funds Act of 2016, On Motion to Recommit with Instructions"
Passed,-0.03345030484839792,0.0015185755666985987,405.0,67.0,236.0,-169.0,"Stop Settlement Slush Funds Act of 2016, On Passage"
Passed,-0.03403255022090669,0.0032174888911532607,416.0,58.0,237.0,-179.0,"Providing for consideration of H.R. 2357, Accelerating Access to Capital Act of 2015; and providing for consideration of H.R. 5424, Investment Advisers Modernization Act of 2016, On Ordering the Previous Question"
Passed,-0.033972530551585986,0.0034671936609563074,416.0,56.0,236.0,-180.0,"Providing for consideration of H.R. 2357, Accelerating Access to Capital Act of 2015; and providing for consideration of H.R. 5424, Investment Advisers Modernization Act of 2016, On Agreeing to the Resolution"
Passed,-0.005198803925786431,-0.05938099584139157,40.0,404.0,222.0,182.0,"Expressing the sense of the House of Representatives to support the territorial intergrity of Georgia, On Motion to Suspend the Rules and Agree"
Failed,0.03364123383074121,-0.003938160666502865,-413.0,-53.0,-233.0,180.0,"Accelerating Access to Capital Act of 2016, On Motion to Recommit with Instructions"
Passed,-0.03359319601645295,0.0027284735400098866,408.0,58.0,233.0,-175.0,"Accelerating Access to Capital Act of 2016, On Passage"
Failed,0.03315440352025009,-0.0031516410050241627,-406.0,-56.0,-231.0,175.0,"Investment Advisers Modernization Act of 2016, On Motion to Recommit with Instructions"
Passed,-0.028071705924475183,-0.008808995938950917,330.0,116.0,223.0,-107.0,"Investment Advisers Modernization Act of 2016, On Passage"
Passed,-0.007657307356374522,-0.05271489164134937,73.0,363.0,218.0,145.0,"Expressing the sense of the House of Representatives about a national strategy for the Internet of Things to promote economic growth and consumer empowerment, On Motion to Suspend the Rules and Agree"
Passed,-0.006031165270189803,-0.055819846058376595,53.0,381.0,217.0,164.0,"Expressing the sense of the House of Representatives that the United States should adopt a national policy for technology to promote consumers’ access to financial tools and online commerce to promote economic growth and consumer empowerment, On Motion to Suspend the Rules and Agree"
Passed,-0.03322062281460819,0.0016484322629275302,407.0,67.0,237.0,-170.0,"Providing for consideration of H.R. 5620, the VA Accountability First and Appeals Modernization Act of 2016, On Ordering the Previous Question"
Passed,-0.03320439495789713,0.0007438320941816523,404.0,72.0,238.0,-166.0,"Providing for consideration of H.R. 5620, the VA Accountability First and Appeals Modernization Act of 2016, On Agreeing to the Resolution"
Passed,-0.03325143136213473,0.0018711870254913751,408.0,66.0,237.0,-171.0,"Providing for consideration of H.R. 3590, to amend the Internal Revenue Code of 1986 to repeal the increase in the income threshold used in determining the deduction for medical care, On Ordering the Previous Question"
Passed,-0.033193353621194854,0.0011724359199574495,406.0,70.0,238.0,-168.0,"Providing for consideration of H.R. 3590, to amend the Internal Revenue Code of 1986 to repeal the increase in the income threshold used in determining the deduction for medical care, On Agreeing to the Resolution"
Passed,-0.029783761541617843,-0.007648654118989467,354.0,114.0,234.0,-120.0,"Halt Tax Increases on the Middle Class and Seniors Act, On Passage"
Passed,-0.006616788422818916,-0.058357656069469514,58.0,400.0,229.0,171.0,"Strengthening Career and Technical Education for the 21st Century Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.006724759352063535,-0.0583465305776533,59.0,401.0,230.0,171.0,"Expressing support for the expeditious consideration and finalization of a new, robust, and long-term Memorandum of Understanding on military assistance to Israel between the United States Government and the Government of Israel, On Motion to Suspend the Rules and Agree"
Passed,-0.032882302547102116,0.002522252774178796,402.0,60.0,231.0,-171.0,"Providing for consideration of the bill (H.R. 5351) to prohibit the transfer of any individual detained at United States Naval Station, Guantanamo Bay, Cuba, and providing for consideration of the bill (H.R. 5226) Regulatory Integrity Act, On Ordering the Previous Question"
Passed,-0.033322552664105415,0.001720451463020247,409.0,67.0,238.0,-171.0,"Providing for consideration of the bill (H.R. 5351) to prohibit the transfer of any individual detained at United States Naval Station, Guantanamo Bay, Cuba, and providing for consideration of the bill (H.R. 5226) Regulatory Integrity Act, On Agreeing to the Resolution"
Passed,-0.005604999614771865,-0.014512550405715391,61.0,107.0,84.0,23.0,", On Approving the Journal"
Agreed to,-0.030771014685024113,-0.002537385448372801,369.0,87.0,228.0,-141.0,", On Agreeing to the Amendment"
Failed,0.03413853086828423,-0.003781771191961859,-419.0,-53.0,-236.0,183.0,"Regulatory Integrity Act of 2016, On Motion to Recommit with Instructions"
Passed,-0.03336943389359865,-0.0005860536814213785,401.0,79.0,240.0,-161.0,"Regulatory Integrity Act of 2016, On Passage"
Failed,0.03322596311654899,0.0003310199841451631,-403.0,-77.0,-240.0,163.0,", On Agreeing to the Amendment"
Failed,0.03416636838912223,-0.003439366785298223,-418.0,-56.0,-237.0,181.0,", On Agreeing to the Amendment"
Failed,0.03388660600951462,-0.003635219462486683,-415.0,-53.0,-234.0,181.0,", On Agreeing to the Amendment"
Agreed to,-0.006470660061271681,-0.061344826104950595,56.0,426.0,241.0,185.0,", On Agreeing to the Amendment"
Agreed to,-0.006268072750223789,-0.060472062410332074,54.0,420.0,237.0,183.0,", On Agreeing to the Amendment"
Agreed to,-0.0065248079765025295,-0.06053914976557157,57.0,421.0,239.0,182.0,", On Agreeing to the Amendment"
Agreed to,-0.006445816470465811,-0.06083406756223814,56.0,422.0,239.0,183.0,", On Agreeing to the Amendment"
Failed,0.03448276165181929,-0.004027836745236176,-424.0,-54.0,-239.0,185.0,"VA Accountability First and Appeals Modernization Act, On Motion to Recommit with Instructions"
Passed,-0.025004522690649417,-0.021645128667515702,288.0,194.0,241.0,-47.0,"VA Accountability First and Appeals Modernization Act, On Passage"
Passed,-0.032160326561133004,-0.0005558611295537145,386.0,70.0,228.0,-158.0,"To prohibit the transfer of any individual detained at United States Naval Station, Guantanamo Bay, Cuba, On Passage"
Passed,-0.0031350209988443047,-0.05488784808277728,19.0,361.0,190.0,171.0,"Special Needs Trust Fairness and Medicaid Improvement Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.0060831807156461895,-0.05759572318799489,53.0,395.0,224.0,171.0,"To amend title 5, United States Code, to provide for an annuity supplement for certain air traffic controllers, On Motion to Suspend the Rules and Pass"
Passed,-0.006968036649594295,-0.05809034212423881,64.0,404.0,234.0,170.0,"GAO Access and Oversight Act, On Motion to Suspend the Rules and Pass"
Passed,-0.03322389936523366,0.002022953756174295,406.0,66.0,236.0,-170.0,"Providing for consideration of H.R. 3438, to Require Evaluation Before Implementing Executive Wishlists Act of 2015; and providing for consideration of H.R. 5719, the Empowering Employees Through Stock Ownership Act, On Ordering the Previous Question"
Passed,-0.03386857085556498,0.002782837623701603,414.0,58.0,236.0,-178.0,"Providing for consideration of H.R. 3438, to Require Evaluation Before Implementing Executive Wishlists Act of 2015; and providing for consideration of H.R. 5719, the Empowering Employees Through Stock Ownership Act, On Agreeing to the Resolution"
Passed,-0.03445573021860704,0.003162079324816866,423.0,61.0,242.0,-181.0,"Providing for consideration of H.R. 5461, the Iranian Leadership Asset Transparency Act, On Ordering the Previous Question"
Passed,-0.033582577097149,0.001123960750689239,409.0,73.0,241.0,-168.0,"Providing for consideration of H.R. 5461, the Iranian Leadership Asset Transparency Act, On Agreeing to the Resolution"
Passed,-0.004843657677601611,-0.05676591011295309,38.0,380.0,209.0,171.0,"Emergency Citrus Disease Response Act of 2016, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.006830968712871045,-0.06081240448302544,61.0,423.0,242.0,181.0,"Expanding Seniors Receiving Dialysis Choice Act of 2016, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.0064565172593529846,-0.060667258255322695,55.0,417.0,236.0,181.0,"Sustaining Healthcare Integrity and Fair Treatment Act of 2016, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.006716596342819228,-0.06041718848691679,60.0,420.0,240.0,180.0,"Continuing Access to Hospitals Act of 2016, On Motion to Suspend the Rules and Pass, as Amended"
Failed,0.03314735914842808,-0.005405929602907495,-403.0,-43.0,-223.0,180.0,", On Agreeing to the Amendment"
Failed,0.033386758883045126,-0.004063280278201919,-405.0,-53.0,-229.0,176.0,", On Agreeing to the Amendment"
Failed,0.03432238240634448,-0.0034527971391091223,-420.0,-58.0,-239.0,181.0,"REVIEW Act of 2016, On Motion to Recommit with Instructions"
Passed,-0.034094304314023806,0.0021762198076780174,414.0,64.0,239.0,-175.0,"REVIEW Act of 2016, On Passage"
Passed,-0.028627654422713814,-0.01166792372511699,337.0,139.0,238.0,-99.0,"Iranian Leadership Asset Transparency Act, On Passage"
Passed,-0.0017558172093617658,-0.056494645695993335,-1.0,365.0,182.0,183.0,"Community Counter-terrorism Preparedness Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.006693174064763501,-0.061099029769041246,59.0,425.0,242.0,183.0,"To amend title 49, United States Code, to include consideration of certain impacts on commercial space launch and reentry activities in a navigable airspace analysis, and for other purposes, On Motion to Suspend the Rules and Pass"
Passed,-0.006518869022014314,-0.060982119943549705,57.0,423.0,240.0,183.0,"To direct the Secretary of Transportation to provide to the appropriate committees of Congress advance notice of certain announcements, and for other purposes, On Motion to Suspend the Rules and Pass"
Passed,-0.006693174064763501,-0.061099029769041246,59.0,425.0,242.0,183.0,"To allow the Administrator of the Federal Aviation Administration to enter into reimbursable agreements for certain airport projects, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.0010785114852317349,-0.05528773611949126,-7.0,355.0,174.0,181.0,"Bathrooms Accessible in Every Situation (BABIES) Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03346183607748204,0.0027176177793373697,411.0,61.0,236.0,-175.0,"Providing for consideration of H.R. 5931, Prohibiting Future Ransom Payments to Iran Act, On Ordering the Previous Question"
Passed,-0.03341830732940938,0.0025740695073731344,408.0,58.0,233.0,-175.0,"Providing for consideration of H.R. 5931, Prohibiting Future Ransom Payments to Iran Act, On Agreeing to the Resolution"
Passed,-0.025645154713098705,-0.016856230058343028,299.0,163.0,231.0,-68.0,"Empowering Employees through Stock Ownership Act, On Passage"
