Boehner,-0.02922694898919777,0.004836111866541515,360.0,24.0,192.0,-168.0,", Election of the Speaker"
Passed,-0.008442473875863901,-0.051795405552027225,81.0,363.0,222.0,141.0,"Expressing support for the goal of ensuring that all Holocaust victims live with dignity, comfort, and security in their remaining years, and urging the Federal Republic of Germany to reaffirm its commitment to through a financial commitment to address the unique health and welfare needs of vulnerable Holocaust victims, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.00837029661428706,-0.051900850588440336,81.0,363.0,222.0,141.0,"To amend title 5, United States Code, to clarify the eligibility of employees of a land management agency in a time-limited appointment to compete for a permanent appointment at any Federal agency, and for other purposes, On Motion to Suspend the Rules and Pass"
Passed,-0.008446191702315687,-0.05224125117846463,82.0,366.0,224.0,142.0,"Making Electronic Government Accountable By Yielding Tangible Efficiencies Act of 2016, On Motion to Suspend the Rules and Pass"
Passed,-0.0072298180758037425,-0.05142111186084279,67.0,353.0,210.0,143.0,"Eastern Nevada Land Implementation Improvement Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03205897943078763,0.0015727362580908264,393.0,67.0,230.0,-163.0,"Providing for consideration of H.R. 4775, the Ozone Standards Implementation Act of 2016; providing for consideration of H. Con. Res. 89, expressing the sense of Congress that a carbon tax would be detrimental to the United States economy; and providing for consideration of H. Con. Res. 112, On Ordering the Previous Question"
Passed,-0.032416326722396346,0.0009155447828258073,396.0,72.0,234.0,-162.0,"Providing for consideration of H.R. 4775, the Ozone Standards Implementation Act of 2016; providing for consideration of H. Con. Res. 89, expressing the sense of Congress that a carbon tax would be detrimental to the United States economy; and providing for consideration of H. Con. Res. 112, On Agreeing to the Resolution"
Passed,-0.007216524171787058,-0.05769696391709171,65.0,399.0,232.0,167.0,"Mount Hood Cooper Spur Land Exchange Clarification Act, On Motion to Suspend the Rules and Pass, as Amended"
Agreed to,-0.03293366003116642,0.0015434991796450129,402.0,66.0,234.0,-168.0,", On Agreeing to the Amendment"
Failed,0.032361510654361283,-0.0016845343363767553,-390.0,-64.0,-227.0,163.0,", On Agreeing to the Amendment"
Failed,0.03263250982335475,-0.00027631468101801785,-391.0,-73.0,-232.0,159.0,", On Agreeing to the Amendment"
Failed,0.03191769922837977,0.002684921652701656,-383.0,-91.0,-237.0,146.0,", On Agreeing to the Amendment"
Failed,0.03298423467350271,-0.00125615437184544,-398.0,-68.0,-233.0,165.0,", On Agreeing to the Amendment"
Failed,0.033049940418323154,-0.0013549480880882675,-400.0,-66.0,-233.0,167.0,"Ozone Standards Implementation Act of 2016, On Motion to Recommit with Instructions"
Passed,-0.031612476216847825,0.0028527800370964935,377.0,57.0,217.0,-160.0,"Ozone Standards Implementation Act of 2016, On Passage"
Passed,-0.0327082665763662,0.0021034698935058988,399.0,61.0,230.0,-169.0,"Providing for consideration of the bill (H.R. 5325) making appropriations for the Legislative Branch for the fiscal year ending in September 30, 2017, and for other purposes, On Consideration of the Resolution"
Passed,-0.03378144983240396,0.0019402044738277438,411.0,63.0,237.0,-174.0,"Providing for consideration of the bill (H.R. 5278) to establish an Oversight Board to assist the Government of Puerto Rico, including instrumentalities, in managing its public finances, and for other purposes, On Agreeing to the Resolution"
Passed,-0.034321704984945016,0.0030580063221942026,420.0,60.0,240.0,-180.0,"Providing for consideration of the bill (H.R. 5325) making appropriations for the Legislative Branch for the fiscal year ending in September 30, 2017, and for other purposes, On Ordering the Previous Question"
Passed,-0.03358317354493377,0.0032434999513979686,411.0,55.0,233.0,-178.0,"Providing for consideration of the bill (H.R. 5325) making appropriations for the Legislative Branch for the fiscal year ending in September 30, 2017, and for other purposes, On Agreeing to the Resolution"
Failed,0.032232926448329716,-0.007967099809466815,-391.0,-29.0,-210.0,181.0,", On Agreeing to the Amendment"
Passed,0.007489581367194758,-0.030616845731704628,-98.0,170.0,36.0,134.0,"Puerto Rico Oversight, Management, and Economic Stability Act (PROMESA), On Passage"
Failed,0.03135872567170153,0.0016303327684885143,-380.0,-84.0,-232.0,148.0,", On Agreeing to the Amendment"
Failed,-0.020617423944719212,0.020604972578727822,248.0,-72.0,88.0,-160.0,", On Agreeing to the Amendment"
Failed,0.03005064090922076,-0.00401897707762829,-364.0,-44.0,-204.0,160.0,", On Agreeing to the Amendment"
Failed,-0.016037313078424,0.027681741377092558,197.0,-133.0,32.0,-165.0,", On Agreeing to the Amendment"
Failed,0.03313921116835708,-0.001773258994251021,-407.0,-67.0,-237.0,170.0,"Making appropriations for the Legislative Branch for the fiscal year ending September 30, 2017, and for other purposes, On Motion to Recommit with Instructions"
Passed,-0.03010995800386002,0.00022640602842582415,360.0,58.0,209.0,-151.0,"Making appropriations for the Legislative Branch for the fiscal year ending September 30, 2017, and for other purposes, On Passage"
Passed,-0.03211412857181022,1.8776026709798447e-05,388.0,74.0,231.0,-157.0,"Expressing the sense of Congress that a carbon tax would be detrimental to the United States economy, On Agreeing to the Resolution"
Passed,-0.02933473855743757,-0.006549799116395396,349.0,109.0,229.0,-120.0,"Expressing the sense of Congress opposing the President’s proposed $10 tax on every barrel of oil, On Agreeing to the Resolution"
Passed,-0.0048917931906548575,-0.0565369309596423,38.0,380.0,209.0,171.0,"United States-Caribbean Strategic Engagement Act of 2016, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.004992433894348874,-0.05612085474525826,40.0,378.0,209.0,169.0,"Networking and Information Technology Research and Development Modernization Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.033123059485417446,0.0019044245929078947,405.0,65.0,235.0,-170.0,"Providing for consideration of the bill (H.R. 5053) Preventing IRS Abuse and Protecting Free Speech Act; and providing for consideration of the bill (H.R. 5293) making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes, On Ordering the Previous Question"
Passed,-0.03391323015339624,0.0027100873721421235,416.0,60.0,238.0,-178.0,"Providing for consideration of the bill (H.R. 5053) Preventing IRS Abuse and Protecting Free Speech Act; and providing for consideration of the bill (H.R. 5293) making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes, On Agreeing to the Resolution"
Passed,-0.00543399454715604,-0.05946782530311543,43.0,403.0,223.0,180.0,"NSF Major Research Facility Reform Act of 2016, On Motion to Suspend the Rules and Pass, as Amended"
Failed,0.03322366993129179,-0.002596452116797655,-406.0,-58.0,-232.0,174.0,"Preventing IRS Abuse and Protecting Free Speech Act, On Motion to Recommit with Instructions"
Passed,-0.03421099437603257,0.0033369302432288226,418.0,58.0,238.0,-180.0,"Preventing IRS Abuse and Protecting Free Speech Act, On Passage"
Passed,-0.03430935765163569,0.003489319677892983,420.0,56.0,238.0,-182.0,"Providing for further consideration of the bill (H.R. 5293) making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes, On Ordering the Previous Question"
Passed,-0.034427934052203034,0.003563541612658183,423.0,55.0,239.0,-184.0,"Providing for further consideration of the bill (H.R. 5293) making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes, On Agreeing to the Resolution"
Failed,-0.011218141335913066,0.0059764907631365115,135.0,-11.0,62.0,-73.0,", On Agreeing to the Amendment"
Failed,0.03314759776808686,-0.00023286620634129052,-402.0,-76.0,-239.0,163.0,", On Agreeing to the Amendment"
Failed,-0.010240660754236481,0.014850177725655146,122.0,-66.0,28.0,-94.0,", On Agreeing to the Amendment"
Failed,0.029989155288353015,0.0060240582752247385,-358.0,-102.0,-230.0,128.0,", On Agreeing to the Amendment"
Failed,0.021331068998966713,0.010490771513328003,-254.0,-106.0,-180.0,74.0,", On Agreeing to the Amendment"
Agreed to,0.014673626950254488,-0.020047346232897993,-187.0,115.0,-36.0,151.0,", On Agreeing to the Amendment"
Failed,-0.011881343883706824,0.012837341566168548,147.0,-39.0,54.0,-93.0,", On Agreeing to the Amendment"
Failed,-0.008914394831381256,0.02198617260680624,108.0,-110.0,-1.0,-109.0,", On Agreeing to the Amendment"
Agreed to,-0.03089858349723748,0.009978549814001359,373.0,11.0,192.0,-181.0,", On Agreeing to the Amendment"
Agreed to,-0.030914005277088007,0.008314253220156904,375.0,25.0,200.0,-175.0,", On Agreeing to the Amendment"
Agreed to,-0.031208252824620784,0.008984096584538788,379.0,21.0,200.0,-179.0,", On Agreeing to the Amendment"
Failed,-0.02968466951111184,0.012138308356118744,361.0,-1.0,180.0,-181.0,", On Agreeing to the Amendment"
Failed,-0.029271776955443498,0.012998951032401616,355.0,-7.0,174.0,-181.0,", On Agreeing to the Amendment"
Agreed to,-0.03250460851651655,0.0002627372939374344,392.0,70.0,231.0,-161.0,", On Agreeing to the Amendment"
Failed,0.005931522101456433,0.04933694895461051,-52.0,-324.0,-188.0,-136.0,", On Agreeing to the Amendment"
Failed,0.014269484747663808,0.0031084661436843386,-168.0,-24.0,-96.0,72.0,", On Agreeing to the Amendment"
Agreed to,-0.031292905925905265,0.00855266596665151,380.0,24.0,202.0,-178.0,", On Agreeing to the Amendment"
Failed,0.014468744612675308,0.027712011887442517,-162.0,-194.0,-178.0,-16.0,", On Agreeing to the Amendment"
Agreed to,-0.02984536183861478,0.0049936616490659025,364.0,32.0,198.0,-166.0,", On Agreeing to the Amendment"
Failed,-0.004424496656371754,0.042108542582910656,72.0,-252.0,-90.0,-162.0,", On Agreeing to the Amendment"
Agreed to,-0.013709150906713501,0.004947481610439819,165.0,17.0,91.0,-74.0,", On Agreeing to the Amendment"
Failed,0.025579133161873047,-0.004250285049364272,-308.0,-12.0,-160.0,148.0,", On Agreeing to the Amendment"
Failed,0.009933124031663007,0.02358546948386579,-106.0,-148.0,-127.0,-21.0,", On Agreeing to the Amendment"
Failed,0.02282798812627051,0.01730091026685153,-262.0,-150.0,-206.0,56.0,", On Agreeing to the Amendment"
Failed,0.024579137359421504,0.013305958351723565,-284.0,-128.0,-206.0,78.0,", On Agreeing to the Amendment"
Failed,0.013010869579307898,0.040759444768379005,-138.0,-282.0,-210.0,-72.0,", On Agreeing to the Amendment"
Passed,-0.026915952826252146,-0.014449237663201359,312.0,144.0,228.0,-84.0,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes, On Passage"
Passed,-0.008525541604715397,-0.05579182275870507,81.0,387.0,234.0,153.0,"Countering Terrorist Radicalization Act, On Motion to Suspend the Rules and Pass"
Failed,-0.027543444755957127,0.000729819112667094,334.0,64.0,199.0,-135.0,"End Taxpayer Funded Cell Phones Act of 2016, On Motion to Suspend the Rules and Pass"
Passed,-0.007237801086349911,-0.05036623139545231,67.0,347.0,207.0,140.0,"Support for Rapid Innovation Act 2016, On Motion to Suspend the Rules and Pass"
Passed,-0.006572842863551146,-0.04980988746825949,59.0,339.0,199.0,140.0,"Leveraging Emerging Technologies Act of 2016, On Motion to Suspend the Rules and Pass"
Passed,-0.03296795441654119,0.003531771983478014,404.0,54.0,229.0,-175.0,"Disapproving the rule submitted by the Department of Labor relating to the definition of the term “Fiduciary”, On Ordering the Previous Question"
Failed,-0.034158985287266505,0.003040764250813398,419.0,59.0,239.0,-180.0,"Disapproving the rule submitted by the Department of Labor relating to the definition of the term “Fiduciary”, On passage, the objections of the President to the contrary notwithstanding"
Passed,-0.03278146766268775,0.0013582220536185968,400.0,68.0,234.0,-166.0,", On Motion To Fix Next Convening Time"
Passed,-0.03317094945542536,0.002556830120898796,405.0,61.0,233.0,-172.0,", On Motion to Adjourn"
Passed,-0.03319938967780982,0.0029673190876635725,406.0,56.0,231.0,-175.0,", On Agreeing to the Resolution"
Passed,-0.0326981436121463,0.0005907822718254757,394.0,68.0,231.0,-163.0,"Making appropriations for the Department of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2016, On Agreeing to the Conference Report"
Passed,-0.03261710895146027,0.0019794457693868553,398.0,64.0,231.0,-167.0,"Providing for consideration of the bill (H.R. 4768) Separation of Powers Restoration Act; providing for proceedings during the period from June 23, 2016, through July 4, 2016; and providing for consideration of motions to suspend the rules, On Ordering the Previous Question"
Passed,-0.032476744088421675,0.002261152413797991,398.0,62.0,230.0,-168.0,"Providing for consideration of the bill (H.R. 4768) Separation of Powers Restoration Act; providing for proceedings during the period from June 23, 2016, through July 4, 2016; and providing for consideration of motions to suspend the rules, On Agreeing to the Resolution"
Passed,-0.032546651432480145,0.0020808623335236507,397.0,63.0,230.0,-167.0,"Providing for consideration of the bill (H.R. 1270) to amend the Internal Revenue Code of 1986 to repeal the amendments made by the Patient Protection and Affordable Care Act which disqualify expenses for over-the-counter drugs under health savings accounts and health flexible spending arrangements, On Ordering the Previous Question"
Passed,-0.03204813186360363,0.002657987294097305,392.0,58.0,225.0,-167.0,"Providing for consideration of the bill (H.R. 1270) to amend the Internal Revenue Code of 1986 to repeal the amendments made by the Patient Protection and Affordable Care Act which disqualify expenses for over-the-counter drugs under health savings accounts and health flexible spending arrangements, On Agreeing to the Resolution"
Passed,-0.03236445213630439,0.002245936931956012,394.0,60.0,227.0,-167.0,"Providing for consideration of the bill (H.R. 5485) making appropriations for financial services and general government for the fiscal year ending September 30, 2017, and for other purposes, On Ordering the Previous Question"
Passed,-0.03218910405392975,0.002483354525620606,393.0,55.0,224.0,-169.0,"Providing for consideration of the bill (H.R. 5485) making appropriations for financial services and general government for the fiscal year ending September 30, 2017, and for other purposes, On Agreeing to the Resolution"
Passed,-0.007638585213378527,-0.05472353284863681,71.0,379.0,225.0,154.0,"Supporting America’s Innovators Act of 2016, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.007411389954685015,-0.055934457252052275,70.0,390.0,230.0,160.0,"Fix Crowdfunding Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03217204063151555,-0.0007290744990268369,387.0,79.0,233.0,-154.0,"Restoring Access to Medication Act of 2015, On Passage"
Passed,-0.03429830316333403,0.002617598402498413,419.0,63.0,241.0,-178.0,"Providing for consideration of H.R. 4361, Federal Information Systems Safeguards Act of 2016, On Ordering the Previous Question"
Passed,-0.03405030720084981,0.00298734072549063,416.0,58.0,237.0,-179.0,"Providing for consideration of H.R. 4361, Federal Information Systems Safeguards Act of 2016, On Agreeing to the Resolution"
Passed,0.0026963815205795954,-0.05111353314901322,-50.0,316.0,133.0,183.0,"Global Food Security Act of 2016., On Motion to Suspend the Rules and Pass"
Passed,-0.006360325439942148,-0.06078530825081224,54.0,420.0,237.0,183.0,"Helping Families in Mental Health Crisis Act of 2016, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03156478502966137,0.003368687946173662,386.0,52.0,219.0,-167.0,"Making appropriations for financial services and general government for fiscal year ending September 30, 2017, and for other purposes, On Sustaining the Ruling of the Chair"
Failed,0.03313518162027578,-0.0007643803089255575,-404.0,-72.0,-238.0,166.0,", On Agreeing to the Amendment"
Failed,-0.021909614557164257,0.023755458400036927,272.0,-88.0,92.0,-180.0,", On Agreeing to the Amendment"
Failed,0.03418763720304031,-0.003660770776043462,-418.0,-56.0,-237.0,181.0,", On Agreeing to the Amendment"
Failed,0.03343766709295915,-0.00333761558296717,-407.0,-55.0,-231.0,176.0,", On Agreeing to the Amendment"
Failed,0.03415802420614032,-0.0022176166624393455,-414.0,-64.0,-239.0,175.0,", On Agreeing to the Amendments"
Failed,0.03418122007306856,-0.0035429397748846384,-417.0,-55.0,-236.0,181.0,", On Agreeing to the Amendment"
Failed,0.01420251336406185,0.02321851567018131,-160.0,-166.0,-163.0,-3.0,", On Agreeing to the Amendment"
Failed,0.033428695342531824,-0.0014724322634532194,-406.0,-68.0,-237.0,169.0,", On Agreeing to the Amendment"
Failed,0.033941230341858794,-0.00461976656065405,-416.0,-50.0,-233.0,183.0,", On Agreeing to the Amendment"
Failed,0.03371810202848141,-0.003587922748521104,-412.0,-56.0,-234.0,178.0,", On Agreeing to the Amendment"
Failed,0.03223878578954151,0.002355488244356936,-386.0,-88.0,-237.0,149.0,", On Agreeing to the Amendment"
Failed,0.03142438366284645,0.0033847898467049675,-375.0,-93.0,-234.0,141.0,", On Agreeing to the Amendment"
Failed,0.03300611248404391,-0.0026440012318139985,-396.0,-58.0,-227.0,169.0,", On Agreeing to the Amendment"
Failed,0.03372588112749165,-0.003478088876988102,-414.0,-56.0,-235.0,179.0,", On Agreeing to the Amendment"
Agreed to,-0.033634490172739756,0.004453656390712733,412.0,50.0,231.0,-181.0,", On Agreeing to the Amendment"
Agreed to,-0.03302709950424468,0.005161202168314397,403.0,45.0,224.0,-179.0,", On Agreeing to the Amendment"
Failed,0.034088244248369,-0.0036497915567161986,-418.0,-56.0,-237.0,181.0,", On Agreeing to the Amendment"
Failed,0.03405230888533367,-0.002221537806619548,-414.0,-64.0,-239.0,175.0,", On Agreeing to the Amendment"
Passed,-0.03435869451642457,0.0033630272254432953,420.0,58.0,239.0,-181.0,"Federal Information Systems Safeguards Act, On Motion to Table the Appeal of the Ruling of the Chair"
Passed,-0.03377631946678211,0.002775419689614993,410.0,60.0,235.0,-175.0,"Federal Information Systems Safeguards Act, On Passage"
Failed,-0.02467614307640232,0.020255322883469342,299.0,-59.0,120.0,-179.0,", On Agreeing to the Amendment"
Failed,-0.027405304019724495,0.015254699756161864,335.0,-27.0,154.0,-181.0,", On Agreeing to the Amendment"
Agreed to,-0.030226283043287516,0.00948788457960167,368.0,14.0,191.0,-177.0,", On Agreeing to the Amendment"
Agreed to,-0.0340183540685957,0.002542587660870688,413.0,63.0,238.0,-175.0,", On Agreeing to the Amendment"
Agreed to,-0.03398467002951527,0.003221645725290345,415.0,57.0,236.0,-179.0,", On Agreeing to the Amendment"
Agreed to,-0.03321301816291683,0.004024969380220025,404.0,54.0,229.0,-175.0,", On Agreeing to the Amendment"
Agreed to,-0.032163914520257825,-0.0038776951241221973,384.0,98.0,241.0,-143.0,", On Agreeing to the Amendment"
Agreed to,-0.03343882712302269,0.004928018607836848,408.0,48.0,228.0,-180.0,", On Agreeing to the Amendment"
Agreed to,-0.03375272451187095,0.004599456127609545,413.0,51.0,232.0,-181.0,", On Agreeing to the Amendment"
Failed,-0.02659708298967752,0.017216721742289057,324.0,-40.0,142.0,-182.0,", On Agreeing to the Amendment"
Passed,-0.034301685119518345,0.002412269640166816,419.0,65.0,242.0,-177.0,"Providing for consideration of the conference report to accompany S. 524, to authorize the Attorney General to award grants to address the national epidemics of prescription opiod abuse and heroin use; and for other purposes., On Ordering the Previous Question"
Passed,-0.03327687362477404,0.001560253007045672,406.0,66.0,236.0,-170.0,"Providing for consideration of the conference report to accompany S. 524, to authorize the Attorney General to award grants to address the national epidemics of prescription opiod abuse and heroin use; and for other purposes., On Agreeing to the Resolution"
Agreed to,-0.03367277460726456,0.0035506449963924624,414.0,56.0,235.0,-179.0,", On Agreeing to the Amendment"
Agreed to,-0.03170453239458471,0.007473646111206068,383.0,31.0,207.0,-176.0,", On Agreeing to the Amendment"
Agreed to,-0.03401380360361531,0.0027160445130322407,415.0,61.0,238.0,-177.0,", On Agreeing to the Amendment"
Agreed to,-0.03286861423553964,0.006369399195928776,399.0,37.0,218.0,-181.0,", On Agreeing to the Amendment"
Failed,0.019060885843502906,0.015769602790247302,-223.0,-161.0,-192.0,31.0,", On Agreeing to the Amendment"
Failed,0.032586633896228796,-0.005260402236009669,-397.0,-43.0,-220.0,177.0,", On Agreeing to the Amendment"
Agreed to,-0.004434118894804392,-0.05817162079982029,33.0,395.0,214.0,181.0,", On Agreeing to the Amendment"
Agreed to,-0.034136510081779675,0.0026953088725400927,419.0,63.0,241.0,-178.0,", On Agreeing to the Amendment"
Failed,0.034100913314848776,-0.0031673053032084653,-418.0,-58.0,-238.0,180.0,"Making appropriations for financial services and general government for fiscal year ending September 30, 2017, and for other purposes, On Motion to Recommit with Instructions"
Passed,-0.03319253314942412,0.0024433725395746502,402.0,54.0,228.0,-174.0,"Making appropriations for financial services and general government for fiscal year ending September 30, 2017, and for other purposes, On Passage"
Passed,-0.0062637775727443015,-0.058671769130403346,54.0,402.0,228.0,174.0,"Comprehensive Addiction and Recovery Act of 2016, On Agreeing to the Conference Report"
Passed,-0.00803222336759159,-0.055559483090963306,75.0,383.0,229.0,154.0,"National Defense Authorization Act for Fiscal Year 2017, On Closing Portions of the Conference"
Passed,0.0007578142946704711,-0.049957376137892855,-27.0,309.0,141.0,168.0,"To amend title 31, United States Code, to authorize the Secretary of the Treasury to include all funds when issuing certain geographic targeting orders, and for other purposes, On Motion to Suspend the Rules and Pass"
Passed,0.00033145397617918523,-0.05089018625159351,-21.0,317.0,148.0,169.0,"Enhancing Treasury’s Anti-Terror Tools Act, On Motion to Suspend the Rules and Pass, as Amended"
Failed,-0.00634396435871721,-0.010368355503457048,70.0,52.0,61.0,-9.0,"Anti-terrorism Information Sharing Is Strength Act, On Motion to Suspend the Rules and Pass"
Failed,0.00668674457614551,0.05407376534524042,-63.0,-377.0,-220.0,-157.0,", On Motion to Adjourn"
Failed,0.006027145598499899,0.05220507446161968,-54.0,-362.0,-208.0,-154.0,", On Motion to Adjourn"
Passed,-0.03340715441718296,0.002363458816383709,408.0,62.0,235.0,-173.0,"Providing for consideration of H.R. 5538, making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2017, and for other purposes; providing for proceedings during the period from July 15, 2016, through September 5, 2016; and for other purposes, On Ordering the Previous Question"
Passed,-0.03345967087114862,0.0023756601602696156,408.0,58.0,233.0,-175.0,"Providing for consideration of H.R. 5538, making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2017, and for other purposes; providing for proceedings during the period from July 15, 2016, through September 5, 2016; and for other purposes, On Agreeing to the Resolution"
Passed,-0.033808156720891394,0.001870935587050867,413.0,67.0,240.0,-173.0,"Providing for consideration of H.R. 4992, the United States Financial System Protection Act of 2016; H.R. 5119, the No 2H2O from Iran Act; and H.R. 5631, the Iran Accountability Act of 2016, On Ordering the Previous Question"
Passed,-0.033337112234814004,0.002143927140380859,409.0,65.0,237.0,-172.0,"Providing for consideration of H.R. 4992, the United States Financial System Protection Act of 2016; H.R. 5119, the No 2H2O from Iran Act; and H.R. 5631, the Iran Accountability Act of 2016, On Agreeing to the Resolution"
Passed,-0.0057292689277824195,-0.05902470685276937,47.0,401.0,224.0,177.0,"TALENT Act of 2016, On Motion to Suspend the Rules and Pass"
Failed,0.030881803852040465,-0.00759288433854453,-375.0,-29.0,-202.0,173.0,", On Agreeing to the Amendment"
Failed,0.0337791954875923,-0.0014635755085709733,-411.0,-69.0,-240.0,171.0,", On Agreeing to the Amendment"
Failed,0.03355900071339103,-0.0014590322530624194,-407.0,-69.0,-238.0,169.0,", On Agreeing to the Amendment"
Failed,0.03295613689231259,-0.0038111945024219313,-400.0,-54.0,-227.0,173.0,", On Agreeing to the Amendment"
Failed,0.03296713022208903,-0.001613599138987299,-403.0,-67.0,-235.0,168.0,"Separation of Powers Restoration Act, On Motion to Recommit with Instructions"
Passed,-0.03348298582051514,0.0014633437408081626,409.0,69.0,239.0,-170.0,"Separation of Powers Restoration Act, On Passage"
Failed,0.03209893734117869,-0.007735300781900253,-386.0,-28.0,-207.0,179.0,", On Agreeing to the Amendment"
Failed,0.0318187624707998,-0.0030779529893170607,-388.0,-58.0,-223.0,165.0,", On Agreeing to the Amendment"
Failed,0.03332744769793775,0.00016323178735714474,-404.0,-78.0,-241.0,163.0,", On Agreeing to the Amendment"
Failed,0.023952833727941887,0.012029036261798368,-279.0,-139.0,-209.0,70.0,", On Agreeing to the Amendment"
Failed,0.0330470623805299,-0.005277066831467326,-397.0,-45.0,-221.0,176.0,", On Agreeing to the Amendment"
Failed,0.033005524438272926,-0.0031660954132726373,-398.0,-56.0,-227.0,171.0,", On Agreeing to the Amendment"
Failed,0.032284074156910966,-0.003945362180177861,-387.0,-51.0,-219.0,168.0,", On Agreeing to the Amendment"
Failed,0.033517955778270395,-0.0023657985202595374,-403.0,-63.0,-233.0,170.0,", On Agreeing to the Amendment"
Failed,-0.02963272983082715,0.013624066960057612,359.0,-9.0,175.0,-184.0,", On Agreeing to the Amendment"
Failed,-0.023713036960458712,0.022713792033667215,289.0,-75.0,107.0,-182.0,", On Agreeing to the Amendment"
Agreed to,0.02898744782280615,-0.011029463771881486,-356.0,12.0,-172.0,184.0,", On Agreeing to the Amendment"
Failed,0.03275140242992768,0.0017643882945853396,-394.0,-86.0,-240.0,154.0,", On Agreeing to the Amendment"
Failed,0.032810953194500114,-0.006752525575223376,-396.0,-36.0,-216.0,180.0,", On Agreeing to the Amendment"
Failed,0.03391936298585413,-0.005522164315877265,-414.0,-46.0,-230.0,184.0,", On Agreeing to the Amendment"
Failed,0.033450184314331124,-0.00261392347208039,-402.0,-62.0,-232.0,170.0,", On Agreeing to the Amendment"
Failed,0.03367126292947005,-0.0037540717344739243,-408.0,-56.0,-232.0,176.0,", On Agreeing to the Amendment"
Failed,0.03366132187975581,-0.0007497867757443773,-408.0,-72.0,-240.0,168.0,", On Agreeing to the Amendment"
Failed,0.033318699386722925,-0.004075176275121948,-401.0,-53.0,-227.0,174.0,", On Agreeing to the Amendment"
Failed,0.03322857019643843,-0.0018171337895397269,-401.0,-63.0,-232.0,169.0,", On Agreeing to the Amendment"
Failed,0.03461911668215565,-0.0019329068600274191,-421.0,-67.0,-244.0,177.0,", On Agreeing to the Amendments"
Failed,0.031903437735642755,-0.008935665266353254,-385.0,-23.0,-204.0,181.0,", On Agreeing to the Amendment"
Failed,-0.022668509255614006,0.024013326260838304,275.0,-87.0,94.0,-181.0,", On Agreeing to the Amendment"
Passed,-0.034817922881132626,0.0028745004173174682,426.0,62.0,244.0,-182.0,"Providing for consideration of the Senate amendment to the House amendment to S. 764, a bill to reauthorize and amend the National Sea Grant College Program Act; providing for consideration of S. 304, the Motor Vehicle Safety Whistleblower Act; waiving a requirement of clause 6(a) of rule XIII, On Ordering the Previous Question"
Passed,-0.03426579875646973,0.003127449834662749,421.0,57.0,239.0,-182.0,"Providing for consideration of the Senate amendment to the House amendment to S. 764, a bill to reauthorize and amend the National Sea Grant College Program Act; providing for consideration of S. 304, the Motor Vehicle Safety Whistleblower Act; waiving a requirement of clause 6(a) of rule XIII, On Agreeing to the Resolution"
Passed,-0.03310394095132882,0.00017219662665588149,401.0,73.0,237.0,-164.0,"No 2H20 from Iran Act, On Passage"
Failed,0.03450968780757502,-0.002775578928435279,-422.0,-62.0,-242.0,180.0,"Motor Vehicle Safety Whistleblower Act, On Motion to Recommit with Instructions"
Passed,-0.03441726200937136,0.0025834846093749438,419.0,63.0,241.0,-178.0,"Motor Vehicle Safety Whistleblower Act, On Passage"
Agreed to,-0.03112500669136203,0.005297992725681271,369.0,39.0,204.0,-165.0,", On Agreeing to the Amendment"
Agreed to,-0.03376368208197839,0.0049421694274719916,412.0,48.0,230.0,-182.0,", On Agreeing to the Amendment"
Agreed to,-0.03220522330083293,0.0067401769696035976,388.0,34.0,211.0,-177.0,", On Agreeing to the Amendment"
Failed,0.02875757149489271,-0.001366417257122323,-340.0,-58.0,-199.0,141.0,", On Agreeing to the Amendment"
Failed,-0.026230130535593393,0.01929935658834236,318.0,-50.0,134.0,-184.0,", On Agreeing to the Amendment"
Agreed to,-0.033138762580178685,0.004871720163375972,398.0,48.0,223.0,-175.0,", On Agreeing to the Amendment"
Agreed to,-0.032326714022843796,0.007695273373731297,391.0,29.0,210.0,-181.0,", On Agreeing to the Amendment"
Failed,0.029762530893526404,-0.005532774959345902,-356.0,-34.0,-195.0,161.0,", On Agreeing to the Amendment"
Agreed to,-0.031009956566467715,0.008484307745450686,372.0,22.0,197.0,-175.0,", On Agreeing to the Amendment"
Failed,-0.026733342752008997,0.01576224757409256,324.0,-28.0,148.0,-176.0,", On Agreeing to the Amendment"
Agreed to,-0.030341195080614607,0.009609619392825713,362.0,16.0,189.0,-173.0,", On Agreeing to the Amendment"
Failed,-0.021590102766254067,0.025312026782331715,265.0,-101.0,82.0,-183.0,", On Agreeing to the Amendment"
